"","Sequence_ID","Cluster99","Cluster95","Cluster90","Cluster85","Cluster80"
"62390","OP870146_0A_Fwd_25733","99_2084","95_2024","90_1999","85_1962","80_1937"
"62391","MZ189261_0A_Fwd_23616","99_2084","95_2024","90_1999","85_1962","80_1937"
"62392","MZ501047_0A_Fwd_95590","99_2084","95_2024","90_1999","85_1962","80_1937"
"62393","KU255730_0A_Fwd_37809","99_2084","95_2024","90_1999","85_1962","80_1937"
"62394","OR525701_0A_Fwd_24638","99_2084","95_2024","90_1999","85_1962","80_1937"
"62395","KY703222_0A_Fwd_113379","99_2084","95_2024","90_1999","85_1962","80_1937"
"62396","OQ076693_0A_Fwd_86262","99_2084","95_2024","90_1999","85_1962","80_1937"
"62397","PQ301181_0A_Fwd_93848","99_11426","95_2024","90_1999","85_1962","80_1937"
"62398","MK327933_0A_Fwd_24073","99_2084","95_2024","90_1999","85_1962","80_1937"
"62399","MK373774_0A_Fwd_24636","99_11426","95_2024","90_1999","85_1962","80_1937"
"62400","MW512264_0A_Fwd_24387","99_2084","95_2024","90_1999","85_1962","80_1937"
"62401","OL960577_0A_Fwd_24393","99_11426","95_2024","90_1999","85_1962","80_1937"
"62402","MK327934_0A_Fwd_24616","99_2084","95_2024","90_1999","85_1962","80_1937"
"62403","MZ501056_0A_Fwd_93951","99_2084","95_2024","90_1999","85_1962","80_1937"
"62404","AY303349_0A_Fwd_24809","99_2084","95_2024","90_1999","85_1962","80_1937"
"62405","OL631257_0A_Fwd_44936","99_54459","95_47573","90_1999","85_1962","80_1937"
"62406","OR352940_0A_Fwd_96310","99_2084","95_2024","90_1999","85_1962","80_1937"
"62407","MK373784_0A_Fwd_24628","99_2084","95_2024","90_1999","85_1962","80_1937"
"62408","OR352941_0A_Fwd_97153","99_11426","95_2024","90_1999","85_1962","80_1937"
"62409","OR352943_0A_Fwd_93150","99_65999","95_2024","90_1999","85_1962","80_1937"
"62410","PP400777_0A_Fwd_85613","99_2084","95_2024","90_1999","85_1962","80_1937"
"62411","LR027386_0A_Fwd_130502","99_2084","95_2024","90_1999","85_1962","80_1937"
"62412","KF562341_0A_Fwd_24401","99_11426","95_2024","90_1999","85_1962","80_1937"
"62413","KP869111_0A_Fwd_23242","99_2084","95_2024","90_1999","85_1962","80_1937"
"62414","PP400782_0A_Fwd_161533","99_2084","95_2024","90_1999","85_1962","80_1937"
"62415","LR027383_0A_Fwd_147721","99_2084","95_2024","90_1999","85_1962","80_1937"
"62416","MK327943_0A_Fwd_24677","99_2084","95_2024","90_1999","85_1962","80_1937"
"62417","OV877511_0A_Fwd_86287","99_11426","95_2024","90_1999","85_1962","80_1937"
"62418","MW882907_0A_Fwd_24785","99_2084","95_2024","90_1999","85_1962","80_1937"
"62419","OV754623_0A_Fwd_143378","99_11426","95_2024","90_1999","85_1962","80_1937"
"62420","LR027390_0A_Fwd_124835","99_2084","95_2024","90_1999","85_1962","80_1937"
"62421","OR352947_0A_Fwd_94938","99_2084","95_2024","90_1999","85_1962","80_1937"
"62422","MN850651_0A_Fwd_34244","99_2084","95_2024","90_1999","85_1962","80_1937"
"62423","MF959998_0A_Rev_14287","99_24680","95_22152","90_20801","85_19620","80_18634"
"62424","MF959998_0A_Fwd_13708","99_24681","95_22153","90_20802","85_19621","80_18635"
"62425","MF959998_0A_Fwd_33470","99_24682","95_22154","90_20803","85_19622","80_18636"
"62426","MF959998_0A_Fwd_14679","99_24683","95_22155","90_20804","85_19623","80_18637"
"62427","MF959998_0A_Fwd_10560","99_24684","95_22156","90_20805","85_19624","80_18638"
"62428","MF959998_0A_Rev_22243","99_24685","95_22157","90_20806","85_19625","80_18639"
"62429","MF959998_0A_Fwd_8993","99_24686","95_22158","90_20807","85_19626","80_18640"
"62430","MF959998_0A_Fwd_14620","99_24687","95_22159","90_20808","85_19627","80_18641"
"62431","MF959998_0A_Fwd_48417","99_24688","95_22160","90_20809","85_19628","80_18642"
"62432","MF959998_0A_Rev_40998","99_24689","95_22161","90_20810","85_19629","80_18643"
"62433","PP434429_0A_Rev_113923","99_2085","95_2025","90_2000","85_1963","80_1938"
"62434","LR027390_0A_Rev_46622","99_2085","95_2025","90_2000","85_1963","80_1938"
"62435","OV754623_0A_Rev_63476","99_68966","95_2025","90_2000","85_1963","80_1938"
"62436","MZ501047_0A_Rev_15489","99_47795","95_2025","90_2000","85_1963","80_1938"
"62437","OP870146_0A_Rev_113697","99_2085","95_2025","90_2000","85_1963","80_1938"
"62438","MK373784_0A_Rev_114449","99_2085","95_2025","90_2000","85_1963","80_1938"
"62439","OP870147_0A_Rev_114426","99_2085","95_2025","90_2000","85_1963","80_1938"
"62440","MW512264_0A_Rev_113603","99_47795","95_2025","90_2000","85_1963","80_1938"
"62441","OQ703618_0A_Rev_51823","99_2085","95_2025","90_2000","85_1963","80_1938"
"62442","OR352941_0A_Rev_14903","99_2085","95_2025","90_2000","85_1963","80_1938"
"62443","OQ873415_0A_Rev_2594","99_2085","95_2025","90_2000","85_1963","80_1938"
"62444","MZ501056_0A_Rev_15193","99_2085","95_2025","90_2000","85_1963","80_1938"
"62445","OR352944_0A_Rev_15871","99_2085","95_2025","90_2000","85_1963","80_1938"
"62446","KY703222_0A_Rev_34334","99_2085","95_2025","90_2000","85_1963","80_1938"
"62447","OL960576_0A_Rev_114099","99_2085","95_2025","90_2000","85_1963","80_1938"
"62448","OV877511_0A_Rev_6398","99_68966","95_2025","90_2000","85_1963","80_1938"
"62449","MH992122_0A_Rev_113625","99_2085","95_2025","90_2000","85_1963","80_1938"
"62450","MH243438_0A_Rev_113545","99_2085","95_2025","90_2000","85_1963","80_1938"
"62451","PQ301181_0A_Rev_14729","99_2085","95_2025","90_2000","85_1963","80_1938"
"62452","OR352942_0A_Rev_14980","99_2085","95_2025","90_2000","85_1963","80_1938"
"62453","MZ189261_0A_Rev_114345","99_2085","95_2025","90_2000","85_1963","80_1938"
"62454","KP869104_0A_Rev_123023","99_2085","95_2025","90_2000","85_1963","80_1938"
"62455","OY726582_0A_Rev_124106","99_2085","95_2025","90_2000","85_1963","80_1938"
"62456","OQ067374_0A_Rev_15495","99_2085","95_2025","90_2000","85_1963","80_1938"
"62457","MK373774_0A_Rev_107740","99_2085","95_2025","90_2000","85_1963","80_1938"
"62458","MK524178_0A_Rev_4926","99_2085","95_2025","90_2000","85_1963","80_1938"
"62459","MT782071_0A_Rev_114402","99_2085","95_2025","90_2000","85_1963","80_1938"
"62460","LR027386_0A_Rev_52289","99_2085","95_2025","90_2000","85_1963","80_1938"
"62461","OR352939_0A_Rev_15871","99_2085","95_2025","90_2000","85_1963","80_1938"
"62462","MK373778_0A_Rev_113876","99_2085","95_2025","90_2000","85_1963","80_1938"
"62463","MK373775_0A_Rev_107740","99_2085","95_2025","90_2000","85_1963","80_1938"
"62464","AY303349_0A_Rev_114379","99_2085","95_2025","90_2000","85_1963","80_1938"
"62465","LR027383_0A_Rev_69508","99_2085","95_2025","90_2000","85_1963","80_1938"
"62466","MK327933_0A_Rev_111928","99_2085","95_2025","90_2000","85_1963","80_1938"
"62467","OM982647_0A_Rev_89092","99_2085","95_2025","90_2000","85_1963","80_1938"
"62468","MZ311865_0A_Rev_61324","99_47795","95_2025","90_2000","85_1963","80_1938"
"62469","OR352946_0A_Rev_15867","99_2085","95_2025","90_2000","85_1963","80_1938"
"62470","MW882907_0A_Rev_111475","99_2085","95_2025","90_2000","85_1963","80_1938"
"62471","MK373782_0A_Rev_113170","99_2085","95_2025","90_2000","85_1963","80_1938"
"62472","KF562341_0A_Rev_113058","99_2085","95_2025","90_2000","85_1963","80_1938"
"62473","KP869111_0A_Rev_104175","99_2085","95_2025","90_2000","85_1963","80_1938"
"62474","OL631257_0A_Rev_133961","99_2085","95_2025","90_2000","85_1963","80_1938"
"62475","OL770074_0A_Rev_113716","99_2085","95_2025","90_2000","85_1963","80_1938"
"62476","PP400777_0A_Rev_5594","99_2085","95_2025","90_2000","85_1963","80_1938"
"62477","MN850651_0A_Rev_124102","99_2085","95_2025","90_2000","85_1963","80_1938"
"62478","OR352947_0A_Rev_15217","99_2085","95_2025","90_2000","85_1963","80_1938"
"62479","MK327943_0A_Rev_112762","99_2085","95_2025","90_2000","85_1963","80_1938"
"62480","OR525701_0A_Rev_113746","99_47795","95_2025","90_2000","85_1963","80_1938"
"62481","MK327934_0A_Rev_114071","99_2085","95_2025","90_2000","85_1963","80_1938"
"62482","OR352940_0A_Rev_15196","99_2085","95_2025","90_2000","85_1963","80_1938"
"62483","OR352945_0A_Rev_15872","99_66002","95_2025","90_2000","85_1963","80_1938"
"62484","PP400782_0A_Rev_81580","99_2085","95_2025","90_2000","85_1963","80_1938"
"62485","OR352943_0A_Rev_14979","99_2085","95_2025","90_2000","85_1963","80_1938"
"62486","OL960577_0A_Rev_114099","99_2085","95_2025","90_2000","85_1963","80_1938"
"62487","LR027387_0A_Rev_147517","99_2085","95_2025","90_2000","85_1963","80_1938"
"62488","OR352948_0A_Rev_15205","99_2085","95_2025","90_2000","85_1963","80_1938"
"62489","MF959998_0A_Rev_33223","99_24690","95_22162","90_20811","85_19630","80_18644"
"62490","MF959998_0A_Fwd_36534","99_24691","95_22163","90_20812","85_19631","80_18645"
"62491","MF959998_0A_Rev_46743","99_24692","95_22164","90_20813","85_19632","80_18646"
"62492","MF959998_0A_Fwd_5827","99_24693","95_22165","90_20814","85_19633","80_18647"
"62493","MF959998_0A_Fwd_8972","99_24694","95_22166","90_20815","85_19634","80_18648"
"62494","MF959998_0A_Rev_52319","99_24695","95_22167","90_20816","85_19635","80_18649"
"62495","MF959998_0A_Rev_23342","99_24696","95_22168","90_20817","85_19636","80_18650"
"62496","MF959998_0A_Rev_10307","99_24697","95_22169","90_20818","85_19637","80_18651"
"62497","MF959998_0A_Fwd_55585","99_24698","95_22170","90_20819","85_19638","80_18652"
"62498","MF959999_0A_Rev_11716","99_24699","95_22171","90_20820","85_19639","80_18653"
"62499","MK524178_0A_Rev_121739","99_11429","95_2026","90_2001","85_1964","80_1939"
"62500","MZ189261_0A_Rev_60478","99_49908","95_43857","90_2001","85_1964","80_1939"
"62501","LR027383_0A_Rev_16669","99_11429","95_2026","90_2001","85_1964","80_1939"
"62502","PQ301181_0A_Rev_130916","99_2086","95_2026","90_2001","85_1964","80_1939"
"62503","MN850651_0A_Rev_70864","99_40054","95_14942","90_2001","85_1964","80_1939"
"62504","OQ873415_0A_Rev_118462","99_11429","95_2026","90_2001","85_1964","80_1939"
"62505","PP400777_0A_Rev_120801","99_11429","95_2026","90_2001","85_1964","80_1939"
"62506","OL631257_0A_Rev_81666","99_11429","95_2026","90_2001","85_1964","80_1939"
"62507","MW882907_0A_Rev_62965","99_49908","95_43857","90_2001","85_1964","80_1939"
"62508","KF562341_0A_Rev_60249","99_11429","95_2026","90_2001","85_1964","80_1939"
"62509","OR352941_0A_Rev_135608","99_11429","95_2026","90_2001","85_1964","80_1939"
"62510","OR352940_0A_Rev_132156","99_11429","95_2026","90_2001","85_1964","80_1939"
"62511","OR352939_0A_Rev_135007","99_11429","95_2026","90_2001","85_1964","80_1939"
"62512","MK327933_0A_Rev_61969","99_2086","95_2026","90_2001","85_1964","80_1939"
"62513","OR352946_0A_Rev_130968","99_11429","95_2026","90_2001","85_1964","80_1939"
"62514","MK373774_0A_Rev_60201","99_2086","95_2026","90_2001","85_1964","80_1939"
"62515","OV877511_0A_Rev_123055","99_11429","95_2026","90_2001","85_1964","80_1939"
"62516","KP869111_0A_Rev_60012","99_11429","95_2026","90_2001","85_1964","80_1939"
"62517","MK373782_0A_Rev_60475","99_11429","95_2026","90_2001","85_1964","80_1939"
"62518","MZ501047_0A_Rev_132307","99_11429","95_2026","90_2001","85_1964","80_1939"
"62519","OQ067374_0A_Rev_135908","99_40054","95_14942","90_2001","85_1964","80_1939"
"62520","AY303349_0A_Rev_61012","99_2086","95_2026","90_2001","85_1964","80_1939"
"62521","OR352942_0A_Rev_130732","99_11429","95_2026","90_2001","85_1964","80_1939"
"62522","OR525701_0A_Rev_61857","99_2086","95_2026","90_2001","85_1964","80_1939"
"62523","OY726582_0A_Rev_71160","99_11429","95_2026","90_2001","85_1964","80_1939"
"62524","LR027386_0A_Rev_167096","99_11429","95_2026","90_2001","85_1964","80_1939"
"62525","MK327934_0A_Rev_61885","99_11429","95_2026","90_2001","85_1964","80_1939"
"62526","MH992122_0A_Rev_61255","99_11429","95_2026","90_2001","85_1964","80_1939"
"62527","MW512264_0A_Rev_61189","99_2086","95_2026","90_2001","85_1964","80_1939"
"62528","PP434429_0A_Rev_61693","99_11429","95_2026","90_2001","85_1964","80_1939"
"62529","OR352945_0A_Rev_134767","99_11429","95_2026","90_2001","85_1964","80_1939"
"62530","LR027387_0A_Rev_94678","99_11429","95_2026","90_2001","85_1964","80_1939"
"62531","OQ076693_0A_Rev_124328","99_11429","95_2026","90_2001","85_1964","80_1939"
"62532","MK373778_0A_Rev_61535","99_32502","95_2026","90_2001","85_1964","80_1939"
"62533","KY703222_0A_Rev_150124","99_16351","95_14942","90_2001","85_1964","80_1939"
"62534","OR352947_0A_Rev_131652","99_11429","95_2026","90_2001","85_1964","80_1939"
"62535","KP869104_0A_Rev_78775","99_11429","95_2026","90_2001","85_1964","80_1939"
"62536","PP400782_0A_Rev_29321","99_32502","95_2026","90_2001","85_1964","80_1939"
"62537","LR027390_0A_Rev_161429","99_11429","95_2026","90_2001","85_1964","80_1939"
"62538","OR352948_0A_Rev_133627","99_11429","95_2026","90_2001","85_1964","80_1939"
"62539","OM982647_0A_Rev_35839","99_11429","95_2026","90_2001","85_1964","80_1939"
"62540","OQ703618_0A_Rev_167596","99_11429","95_2026","90_2001","85_1964","80_1939"
"62541","KU255730_0A_Rev_73951","99_16351","95_14942","90_2001","85_1964","80_1939"
"62542","MK373775_0A_Rev_60201","99_2086","95_2026","90_2001","85_1964","80_1939"
"62543","OV754623_0A_Rev_10718","99_11429","95_2026","90_2001","85_1964","80_1939"
"62544","OR352943_0A_Rev_130731","99_11429","95_2026","90_2001","85_1964","80_1939"
"62545","OR352944_0A_Rev_134981","99_11429","95_2026","90_2001","85_1964","80_1939"
"62546","OL770074_0A_Rev_60956","99_11429","95_2026","90_2001","85_1964","80_1939"
"62547","MZ311865_0A_Rev_8657","99_11429","95_2026","90_2001","85_1964","80_1939"
"62548","MF959999_0A_Rev_40775","99_24700","95_22172","90_20821","85_19640","80_18654"
"62549","MF959999_0A_Rev_7721","99_24701","95_22173","90_20822","85_19641","80_18655"
"62550","MF959999_0A_Fwd_36938","99_24702","95_22174","90_20823","85_19642","80_18656"
"62551","MF959999_0A_Fwd_21902","99_24703","95_22175","90_20824","85_19643","80_18657"
"62552","MF959999_0A_Fwd_11668","99_24704","95_22176","90_20825","85_19644","80_18658"
"62553","MF959999_0A_Rev_27631","99_24705","95_22177","90_20826","85_19645","80_18659"
"62554","MF959999_0A_Rev_6952","99_24706","95_22178","90_20827","85_19646","80_18660"
"62555","MF959999_0A_Rev_15794","99_24707","95_22179","90_20828","85_19647","80_18661"
"62556","MF959999_0A_Rev_24206","99_24708","95_22180","90_20829","85_19648","80_18662"
"62557","MF959999_0A_Fwd_15721","99_24709","95_22181","90_20830","85_19649","80_18663"
"62558","MK373782_0A_Rev_13735","99_32509","95_2027","90_2002","85_1965","80_1940"
"62559","OL631257_0A_Rev_34008","99_32509","95_2027","90_2002","85_1965","80_1940"
"62560","OM982647_0A_Rev_155807","99_32509","95_2027","90_2002","85_1965","80_1940"
"62561","AY303349_0A_Rev_13673","99_2087","95_2027","90_2002","85_1965","80_1940"
"62562","KY703222_0A_Rev_102654","99_20403","95_18486","90_2002","85_1965","80_1940"
"62563","MZ189261_0A_Rev_12683","99_32509","95_2027","90_2002","85_1965","80_1940"
"62564","MF974178_0A_Fwd_4802","99_24711","95_22182","90_20831","85_19650","80_18664"
"62565","PP836136_0A_Fwd_4728","99_24711","95_22182","90_20831","85_19650","80_18664"
"62566","MN871470_0A_Fwd_151","99_24711","95_22182","90_20831","85_19650","80_18664"
"62567","PP836135_0A_Fwd_4710","99_24711","95_22182","90_20831","85_19650","80_18664"
"62568","OP627531_0A_Fwd_23674","99_24711","95_22182","90_20831","85_19650","80_18664"
"62569","MF974178_0A_Fwd_31831","99_24712","95_22183","90_20832","85_19651","80_18665"
"62570","MF974397_0A_Fwd_37691","99_24720","95_22185","90_20834","85_19652","80_18666"
"62571","MF974396_0A_Fwd_38113","99_24716","95_22185","90_20834","85_19652","80_18666"
"62572","MF974396_0A_Rev_23292","99_24717","95_22186","90_20835","85_19653","80_18667"
"62573","MF974397_0A_Rev_22698","99_24717","95_22186","90_20835","85_19653","80_18667"
"62574","MF974397_0A_Rev_9083","99_24718","95_22187","90_20836","85_19654","80_18668"
"62575","MF974396_0A_Rev_9701","99_24718","95_22187","90_20836","85_19654","80_18668"
"62576","MF974396_0A_Rev_42854","99_24719","95_22188","90_20837","85_19655","80_18669"
"62577","MF974397_0A_Rev_42432","99_24719","95_22188","90_20837","85_19655","80_18669"
"62578","MH155869_0A_Rev_6921","99_27953","95_25031","90_23451","85_19656","80_14790"
"62579","MK686070_0A_Rev_6921","99_27953","95_25031","90_23451","85_19656","80_14790"
"62580","MF975637_0A_Rev_6926","99_24721","95_22189","90_20838","85_19656","80_14790"
"62581","MH155872_0A_Rev_6938","99_27974","95_25031","90_23451","85_19656","80_14790"
"62582","MH155878_0A_Rev_6921","99_27953","95_25031","90_23451","85_19656","80_14790"
"62583","MZ820086_0A_Rev_7443","99_27953","95_25031","90_23451","85_19656","80_14790"
"62584","OQ995437_0A_Rev_6921","99_27953","95_25031","90_23451","85_19656","80_14790"
"62585","PP725412_0A_Rev_6922","99_27953","95_25031","90_23451","85_19656","80_14790"
"62586","ON081336_0A_Rev_6951","99_27974","95_25031","90_23451","85_19656","80_14790"
"62587","ON970617_0A_Rev_6922","99_27953","95_25031","90_23451","85_19656","80_14790"
"62588","MF975637_0A_Rev_35937","99_24722","95_22190","90_20839","85_19657","80_18670"
"62589","MF975637_0A_Rev_4819","99_24723","95_22191","90_20840","85_19658","80_18671"
"62590","ON970617_0A_Rev_4821","99_27959","95_25037","90_23457","85_19658","80_18671"
"62591","MK686070_0A_Rev_4820","99_27959","95_25037","90_23457","85_19658","80_18671"
"62592","MZ820086_0A_Rev_5357","99_27959","95_25037","90_23457","85_19658","80_18671"
"62593","MH155878_0A_Rev_4820","99_27959","95_25037","90_23457","85_19658","80_18671"
"62594","OQ995437_0A_Rev_4820","99_27959","95_25037","90_23457","85_19658","80_18671"
"62595","PP725412_0A_Rev_4821","99_27959","95_25037","90_23457","85_19658","80_18671"
"62596","MH155872_0A_Rev_4834","99_27977","95_25037","90_23457","85_19658","80_18671"
"62597","MH155869_0A_Rev_4820","99_27959","95_25037","90_23457","85_19658","80_18671"
"62598","ON081336_0A_Rev_4832","99_27977","95_25037","90_23457","85_19658","80_18671"
"62599","ON081336_0A_Rev_33475","99_27957","95_25035","90_23455","85_19659","80_18672"
"62600","MH155878_0A_Rev_33444","99_28031","95_25035","90_23455","85_19659","80_18672"
"62601","MH155869_0A_Rev_33493","99_27957","95_25035","90_23455","85_19659","80_18672"
"62602","MK686070_0A_Rev_33444","99_28031","95_25035","90_23455","85_19659","80_18672"
"62603","MZ820086_0A_Rev_33591","99_28031","95_25035","90_23455","85_19659","80_18672"
"62604","ON970617_0A_Rev_33448","99_28031","95_25035","90_23455","85_19659","80_18672"
"62605","OQ995437_0A_Rev_33491","99_27957","95_25035","90_23455","85_19659","80_18672"
"62606","MF975637_0A_Rev_33330","99_24724","95_22192","90_20841","85_19659","80_18672"
"62607","PP725412_0A_Rev_33448","99_28031","95_25035","90_23455","85_19659","80_18672"
"62608","MH155872_0A_Rev_33450","99_27957","95_25035","90_23455","85_19659","80_18672"
"62609","MZ501047_0A_Rev_45392","99_28340","95_2028","90_2003","85_1966","80_1941"
"62610","PP400782_0A_Rev_112475","99_2088","95_2028","90_2003","85_1966","80_1941"
"62611","MK373782_0A_Rev_145819","99_2088","95_2028","90_2003","85_1966","80_1941"
