contig_id	contig_length	n_genes	votu	genus_cluster	family_cluster	genomad_taxonomy	predicted_host	genomad_chromosome_score	genomad_plasmid_score	genomad_virus_score	genomad_n_uscg	genomad_n_plasmid_hallmarks	genomad_n_virus_hallmarks	genomad_marker_enrichment_c	genomad_marker_enrichment_p	genomad_marker_enrichment_v	checkv_quality	checkv_completeness	checkv_completeness_method	checkv_aai	checkv_aai_shared_fraction
3300025934.a:Ga0207686_10010251	5099	6	vOTU_016821	gc_000850	fc_000017	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0067	0.0116	0.9818	0	0	4	-9.4133	-8.3567	8.0533	Low-quality	11.64	AAI-based (high-confidence)	53.62	81.13
3300025934.a:Ga0207686_10010275	5092	6	vOTU_016621	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0084	0.0115	0.9801	0	0	2	-10.8718	-10.0175	10.0134	Low-quality	9.26	AAI-based (high-confidence)	62.37	65.26
3300025934.a:Ga0207686_10010334	5080	12	vOTU_016630	gc_000514	fc_000445	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0083	0.0161	0.9757	0	0	2	-12.6748	-11.7822	11.549	Low-quality	12.59	AAI-based (medium-confidence)	42.23	54.89
3300025934.a:Ga0207686_10010387	5070	10	vOTU_016593	gc_010425	fc_000092	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0084	0.0235	0.9682	0	0	1	-10.7863	-7.2824	7.1654	Low-quality	9.32	AAI-based (medium-confidence)	60.0	27.28
3300025934.a:Ga0207686_10010455	5054	7	vOTU_016646	gc_000109	fc_000035	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0136	0.9782	0	0	3	-7.7038	-6.5052	6.1619	Low-quality	10.32	AAI-based (high-confidence)	61.61	65.83
3300025934.a:Ga0207686_10010591	5024	8	vOTU_016600	gc_000704	fc_000165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0637	0.0281	0.9082	0	0	7	-15.6744	-13.0239	12.4903	Low-quality	12.57	AAI-based (high-confidence)	60.04	52.93
3300025934.a:Ga0207686_10010602	5022	11	vOTU_016647	gc_010420	fc_000449	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0096	0.0498	0.9406	0	0	1	-8.0706	-6.2683	6.1884	Low-quality	23.1	AAI-based (high-confidence)	65.58	37.18
3300025935.a:Ga0207709_10000174	86338	162	vOTU_003690	gc_004689	fc_000695	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0198	0.0333	0.9469	0	0	1	-22.0688	-20.7136	16.1809	Complete	100.0	DTR (high-confidence)	100.0	100.0
3300025935.a:Ga0207709_10000213	74843	120	vOTU_016711	gc_010442	fc_003641	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0096	0.0197	0.9707	0	0	5	-53.2408	-43.2989	41.0431	High-quality	99.96	AAI-based (high-confidence)	100.0	99.57
3300025935.a:Ga0207709_10000227	71353	84	vOTU_000109	gc_001091	fc_000086	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0174	0.0363	0.9462	0	0	5	-64.5628	-56.2556	50.499	Medium-quality	79.13	AAI-based (high-confidence)	99.99	97.24
3300025935.a:Ga0207709_10000263	62568	109	vOTU_000028	gc_000207	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0143	0.9775	0	0	8	-74.4768	-72.2125	69.6806	High-quality	99.39	AAI-based (high-confidence)	99.99	100.0
3300025935.a:Ga0207709_10000330	51264	68	vOTU_001661	gc_002627	fc_000658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0133	0.979	0	0	7	-36.7762	-28.5037	26.2789	Medium-quality	84.31	HMM-based (lower-bound)	43.01	13.02
3300025935.a:Ga0207709_10000342	48216	84	vOTU_003390	gc_002420	fc_000572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0084	0.0229	0.9687	0	0	5	-45.8687	-35.9207	32.7443	High-quality	100.0	AAI-based (high-confidence)	100.0	99.49
3300025935.a:Ga0207709_10000370	45263	55	vOTU_003756	gc_005482	fc_000038	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0138	0.9788	0	0	5	-27.8132	-25.767	23.1948	High-quality	100.0	AAI-based (high-confidence)	99.99	96.24
3300025935.a:Ga0207709_10000378	44315	63	vOTU_000204	gc_000035	fc_000052	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.013	0.9797	0	0	8	-52.2364	-50.5445	44.874	Medium-quality	79.79	AAI-based (high-confidence)	89.33	71.47
3300025935.a:Ga0207709_10000387	43799	73	vOTU_016656	gc_010445	fc_003643	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0146	0.0315	0.9539	0	0	9	-47.9452	-41.3519	33.3375	High-quality	100.0	AAI-based (high-confidence)	99.99	98.13
3300025935.a:Ga0207709_10000401	42459	63	vOTU_000691	gc_002534	fc_000430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.0256	0.9663	0	0	3	-49.234	-42.7992	40.4017	High-quality	100.0	AAI-based (high-confidence)	100.0	99.74
3300025935.a:Ga0207709_10000415	41490	76	vOTU_001329	gc_003683	fc_000518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0094	0.0197	0.9708	0	0	7	-49.2567	-39.6158	38.3655	High-quality	100.0	AAI-based (high-confidence)	58.98	32.81
3300025935.a:Ga0207709_10000434	39610	62	vOTU_003709	gc_001087	fc_000178	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0078	0.0169	0.9752	0	0	8	-52.7728	-42.1061	35.3019	High-quality	100.0	AAI-based (high-confidence)	99.99	98.85
3300025935.a:Ga0207709_10000446	38809	68	vOTU_016663	gc_010444	fc_003642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium hominis	0.0103	0.0214	0.9683	0	0	10	-60.7972	-51.4755	46.2905	Medium-quality	73.53	AAI-based (high-confidence)	54.74	19.14
3300025935.a:Ga0207709_10000471	36996	44	vOTU_001373	gc_003706	fc_000739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0155	0.0302	0.9543	0	0	4	-15.7727	-15.8993	12.7555	Low-quality	46.02	AAI-based (high-confidence)	98.29	95.11
3300025935.a:Ga0207709_10000496	35399	63	vOTU_016659	gc_004832	fc_000035	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0111	0.0286	0.9603	0	0	10	-48.1623	-38.8637	35.3407	High-quality	100.0	AAI-based (high-confidence)	99.99	100.0
3300025935.a:Ga0207709_10000581	30625	39	vOTU_016667	gc_010447	fc_000303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0083	0.0133	0.9784	0	0	1	-34.2735	-29.4877	28.0251	Medium-quality	54.07	AAI-based (medium-confidence)	37.46	38.86
3300025935.a:Ga0207709_10000617	29234	46	vOTU_000008	gc_000242	fc_000072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.0162	0.9758	0	0	6	-30.7588	-26.809	24.8266	Low-quality	32.08	AAI-based (medium-confidence)	52.8	46.78
3300025935.a:Ga0207709_10000619	29171	33	vOTU_001167	gc_003373	fc_000774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0123	0.9802	0	0	5	-18.3394	-14.1778	13.1508	Low-quality	37.34	HMM-based (lower-bound)	41.5	18.55
3300025935.a:Ga0207709_10000639	28567	59	vOTU_003549	gc_005492	fc_001617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0449	0.0457	0.9095	0	0	0	-20.9245	-21.0934	16.9774	Low-quality	39.93	HMM-based (lower-bound)	42.04	11.1
3300025935.a:Ga0207709_10000687	27302	45	vOTU_016680	gc_000417	fc_000435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0101	0.0171	0.9728	0	0	4	-47.321	-41.1724	39.8236	Medium-quality	70.95	AAI-based (high-confidence)	64.32	48.18
3300025935.a:Ga0207709_10000695	27151	49	vOTU_016679	gc_010450	fc_003644	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0175	0.0275	0.9551	0	0	0	-10.1566	-10.6825	10.1566	Low-quality	17.03	HMM-based (lower-bound)	76.77	8.95
3300025935.a:Ga0207709_10000845	23454	33	vOTU_001048	gc_003543	fc_001596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.012	0.0181	0.9699	0	0	3	-21.9876	-23.4936	21.4695	Medium-quality	51.64	AAI-based (high-confidence)	99.95	98.03
3300025935.a:Ga0207709_10000875	22922	25	vOTU_000438	gc_002518	fc_000028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0078	0.0164	0.9758	0	0	2	-22.3839	-17.2796	16.7767	Low-quality	35.82	AAI-based (medium-confidence)	33.65	25.31
3300025935.a:Ga0207709_10000901	22406	46	vOTU_016681	gc_002248	fc_000028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0131	0.0229	0.964	0	0	0	-26.8267	-16.5978	15.9911	Low-quality	35.79	AAI-based (high-confidence)	99.99	99.4
3300025935.a:Ga0207709_10000929	22064	29	vOTU_000001	gc_000006	fc_000041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0123	0.0145	0.9733	0	0	5	-35.0637	-29.4419	28.0439	Low-quality	48.86	AAI-based (high-confidence)	59.56	66.86
3300025935.a:Ga0207709_10000943	21768	47	vOTU_016676	gc_010451	fc_001061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0253	0.0312	0.9435	0	0	1	-20.8686	-18.5147	16.4605	Low-quality	27.08	AAI-based (high-confidence)	98.9	94.76
3300025935.a:Ga0207709_10000974	21375	24	vOTU_016712	gc_005422	fc_000956	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0156	0.0291	0.9553	0	0	4	-16.0526	-16.0905	13.6936	Medium-quality	50.64	AAI-based (medium-confidence)	43.39	36.67
3300025935.a:Ga0207709_10000975	21365	33	vOTU_016714	gc_001361	fc_000306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0078	0.019	0.9733	0	0	2	-19.8726	-16.4902	14.7713	Low-quality	46.75	AAI-based (medium-confidence)	36.31	41.91
3300025935.a:Ga0207709_10001003	20928	22	vOTU_003276	gc_000007	fc_000011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0119	0.9809	0	0	1	-28.0499	-27.9019	26.4682	Medium-quality	50.72	AAI-based (high-confidence)	89.12	60.93
3300025935.a:Ga0207709_10001033	20575	29	vOTU_000141	gc_000110	fc_000051	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0099	0.0158	0.9743	0	0	4	-28.6996	-28.0437	23.526	Medium-quality	51.46	AAI-based (high-confidence)	82.76	87.39
3300025935.a:Ga0207709_10001048	20424	42	vOTU_000030	gc_000208	fc_000334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0117	0.0414	0.947	0	0	1	-6.6738	-4.321	4.1005	Low-quality	13.14	HMM-based (lower-bound)	30.1	10.88
3300025935.a:Ga0207709_10001071	20133	24	vOTU_000126	gc_000003	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0085	0.0126	0.9789	0	0	1	-30.4808	-32.5277	29.6503	Low-quality	34.55	AAI-based (high-confidence)	71.22	73.84
3300025935.a:Ga0207709_10001079	20061	28	vOTU_001773	gc_001415	fc_000188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0067	0.013	0.9803	0	0	10	-34.8344	-32.7806	29.738	Low-quality	32.34	AAI-based (high-confidence)	92.97	98.02
3300025935.a:Ga0207709_10001148	19307	24	vOTU_016660	gc_001415	fc_000188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0166	0.9763	0	0	10	-29.7176	-27.3659	25.0123	Low-quality	31.13	AAI-based (high-confidence)	58.35	85.15
3300025935.a:Ga0207709_10001203	18666	25	vOTU_016665	gc_000012	fc_000054	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0067	0.0134	0.9799	0	0	13	-49.0657	-34.8729	33.7104	Medium-quality	53.2	AAI-based (medium-confidence)	50.52	70.95
3300025935.a:Ga0207709_10001303	17765	43	vOTU_000813	gc_002377	fc_000916	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0137	0.9786	0	0	0	-17.5843	-14.4415	13.9619	Low-quality	21.5	HMM-based (lower-bound)	40.91	14.36
3300025935.a:Ga0207709_10001327	17483	20	vOTU_016652	gc_001398	fc_000137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0085	0.0173	0.9741	0	0	5	-25.7068	-20.7545	19.798	Low-quality	38.34	AAI-based (medium-confidence)	43.25	40.98
3300025935.a:Ga0207709_10001391	16938	21	vOTU_001997	gc_002568	fc_001099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0128	0.019	0.9682	0	0	4	-14.3373	-11.401	9.9142	Low-quality	31.63	AAI-based (medium-confidence)	47.05	24.44
3300025935.a:Ga0207709_10001435	16638	30	vOTU_003543	gc_001663	fc_000028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0089	0.018	0.9732	0	0	0	-21.1208	-14.385	14.3	Low-quality	27.88	AAI-based (high-confidence)	99.94	100.0
3300025935.a:Ga0207709_10001463	16416	18	vOTU_002327	gc_000487	fc_000028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0067	0.0114	0.9819	0	0	5	-28.5381	-21.9705	21.3623	Low-quality	27.51	AAI-based (high-confidence)	99.96	93.66
3300025935.a:Ga0207709_10001487	16205	15	vOTU_016653	gc_000599	fc_000069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.01	0.0162	0.9738	0	0	2	-15.4487	-15.5077	15.4487	Low-quality	33.76	AAI-based (high-confidence)	60.89	62.57
3300025935.a:Ga0207709_10001493	16163	18	vOTU_016658	gc_000018	fc_000027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0133	0.9798	0	0	7	-30.0276	-19.9363	19.6051	Low-quality	27.59	AAI-based (high-confidence)	63.91	78.29
3300025935.a:Ga0207709_10001516	16029	25	vOTU_016682	gc_010449	fc_000383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.011	0.0151	0.9739	0	0	9	-27.1726	-26.6446	23.2295	Low-quality	27.09	AAI-based (medium-confidence)	46.99	80.06
3300025935.a:Ga0207709_10001539	15831	16	vOTU_000328	gc_000015	fc_000018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0068	0.0119	0.9812	0	0	4	-13.7119	-13.8375	13.7119	Low-quality	35.69	AAI-based (high-confidence)	98.89	100.0
3300025935.a:Ga0207709_10001785	14426	23	vOTU_016717	gc_010443	fc_000150	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0194	0.0308	0.9499	0	0	1	-11.2575	-16.4544	10.1254	Low-quality	20.58	AAI-based (high-confidence)	62.92	75.87
3300025935.a:Ga0207709_10001864	14021	22	vOTU_016718	gc_001414	fc_000188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0154	0.9764	0	0	2	-11.8015	-13.4989	7.8693	Low-quality	25.14	AAI-based (medium-confidence)	54.47	78.51
3300025935.a:Ga0207709_10001876	13923	30	vOTU_000008	gc_000242	fc_000072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0106	0.0659	0.9234	0	0	0	-22.2054	-10.8941	10.6002	Low-quality	9.44	HMM-based (lower-bound)	51.33	18.45
3300025935.a:Ga0207709_10001880	13882	15	vOTU_000559	gc_000362	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0129	0.0148	0.9724	0	0	1	-17.1768	-17.1992	17.1768	Low-quality	26.41	AAI-based (high-confidence)	57.61	93.71
3300025935.a:Ga0207709_10001989	13292	20	vOTU_016655	gc_010446	fc_000113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0606	0.0427	0.8967	0	0	1	-12.6963	-12.6434	10.4624	Low-quality	19.0	AAI-based (high-confidence)	66.78	88.26
3300025935.a:Ga0207709_10002068	12965	20	vOTU_016683	gc_000822	fc_000003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0363	0.0261	0.9376	0	0	3	-21.0197	-15.203	13.8126	Low-quality	26.42	AAI-based (medium-confidence)	52.23	47.38
3300025935.a:Ga0207709_10002213	12408	18	vOTU_001288	gc_001796	fc_000204	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0466	0.0572	0.8962	0	0	1	-11.3064	-7.1359	6.8108	Low-quality	18.62	AAI-based (medium-confidence)	49.48	52.42
3300025935.a:Ga0207709_10002266	12205	16	vOTU_003343	gc_000032	fc_000018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0067	0.0109	0.9824	0	0	3	-13.7119	-13.8375	13.7119	Low-quality	26.08	AAI-based (high-confidence)	74.79	77.88
3300025935.a:Ga0207709_10002273	12187	11	vOTU_000298	gc_000142	fc_000028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0072	0.0118	0.9809	0	0	1	-16.3872	-13.1758	11.2627	Low-quality	19.46	AAI-based (high-confidence)	99.88	100.0
3300025935.a:Ga0207709_10002356	11924	12	vOTU_016710	gc_000024	fc_000006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0132	0.9799	0	0	1	-17.2309	-14.5955	14.5908	Low-quality	30.03	AAI-based (high-confidence)	83.27	72.19
3300025935.a:Ga0207709_10002367	11910	14	vOTU_000706	gc_001857	fc_000382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0078	0.016	0.9762	0	0	6	-16.7776	-15.147	14.4604	Low-quality	31.04	AAI-based (medium-confidence)	46.34	47.9
3300025935.a:Ga0207709_10002473	11579	16	vOTU_016716	gc_000621	fc_000644	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0182	0.974	0	0	4	-8.8261	-8.4906	8.4906	Low-quality	29.38	HMM-based (lower-bound)	32.45	23.78
3300025935.a:Ga0207709_10002514	11442	13	vOTU_016713	gc_000384	fc_000007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0093	0.0137	0.9771	0	0	6	-21.6299	-17.8807	17.0865	Low-quality	17.52	AAI-based (high-confidence)	69.66	62.66
3300025935.a:Ga0207709_10002597	11256	19	vOTU_000015	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0114	0.9816	0	0	5	-21.0269	-20.4251	20.4251	Low-quality	18.77	AAI-based (high-confidence)	75.26	82.72
3300025935.a:Ga0207709_10002733	10879	20	vOTU_001730	gc_002624	fc_000069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0093	0.0274	0.9632	0	0	1	-18.183	-15.0791	12.9519	Low-quality	23.17	AAI-based (high-confidence)	99.96	98.73
3300025935.a:Ga0207709_10003005	10253	8	vOTU_016678	gc_000032	fc_000018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0116	0.9815	0	0	1	-9.1659	-8.4701	8.0875	Low-quality	21.93	AAI-based (high-confidence)	57.71	47.76
3300025935.a:Ga0207709_10003033	10197	11	vOTU_016651	gc_001339	fc_000139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0154	0.0212	0.9634	0	0	1	-13.9532	-11.1217	10.6955	Low-quality	17.68	AAI-based (high-confidence)	61.48	75.49
3300025935.a:Ga0207709_10003060	10115	12	vOTU_016708	gc_010441	fc_000535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0243	0.0177	0.958	0	0	5	-22.1616	-20.2384	19.3369	Low-quality	20.86	AAI-based (medium-confidence)	36.45	49.11
3300025935.a:Ga0207709_10003197	9848	14	vOTU_016686	gc_003270	fc_000747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0108	0.0156	0.9736	0	0	1	-10.7664	-10.8835	9.3348	Low-quality	11.23	HMM-based (lower-bound)	44.1	12.45
3300025935.a:Ga0207709_10003259	9732	14	vOTU_016695	gc_001795	fc_000155	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.013	0.9789	0	0	1	-13.6747	-14.8108	12.4029	Low-quality	17.32	AAI-based (medium-confidence)	49.07	84.24
3300025935.a:Ga0207709_10003360	9561	12	vOTU_016685	gc_000073	fc_000035	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0159	0.0179	0.9662	0	0	2	-13.6542	-11.7609	10.1192	Low-quality	23.7	AAI-based (high-confidence)	77.42	54.19
3300025935.a:Ga0207709_10003369	9544	13	vOTU_016662	gc_000215	fc_000007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0234	0.0187	0.9579	0	0	5	-22.782	-19.3173	19.2244	Low-quality	17.96	AAI-based (high-confidence)	73.28	93.34
3300025935.a:Ga0207709_10003418	9471	10	vOTU_000922	gc_000020	fc_000028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0273	0.0379	0.9349	0	0	2	-6.0369	-4.7234	4.7234	Low-quality	15.87	AAI-based (high-confidence)	99.89	91.19
3300025935.a:Ga0207709_10003463	9364	11	vOTU_016657	gc_002629	fc_000774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0089	0.0138	0.9773	0	0	3	-7.0133	-7.2691	6.2959	Low-quality	13.06	HMM-based (lower-bound)	45.0	10.62
3300025935.a:Ga0207709_10003475	9345	11	vOTU_000110	gc_000031	fc_000083	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0076	0.0134	0.979	0	0	1	-11.0971	-9.9155	9.7267	Low-quality	22.52	AAI-based (high-confidence)	99.96	94.23
3300025935.a:Ga0207709_10003652	9070	13	vOTU_000636	gc_000007	fc_000011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0072	0.0126	0.9802	0	0	1	-10.7497	-10.2	9.9944	Low-quality	21.22	AAI-based (high-confidence)	80.61	55.3
3300025935.a:Ga0207709_10003730	8973	11	vOTU_000159	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0067	0.0106	0.9826	0	0	4	-17.746	-16.8877	16.8877	Low-quality	15.25	AAI-based (high-confidence)	67.06	60.62
3300025935.a:Ga0207709_10004047	8536	8	vOTU_016684	gc_002613	fc_000031	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0146	0.0307	0.9547	0	0	3	-9.6505	-8.3984	7.4107	Low-quality	20.99	AAI-based (medium-confidence)	43.24	60.71
3300025935.a:Ga0207709_10004154	8423	14	vOTU_016661	gc_000041	fc_000006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0093	0.0149	0.9759	0	0	2	-10.291	-10.3594	10.291	Low-quality	17.65	AAI-based (high-confidence)	88.79	77.12
3300025935.a:Ga0207709_10004950	7625	11	vOTU_003698	gc_004751	fc_000038	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0076	0.0132	0.9792	0	0	2	-10.6585	-7.6564	7.1492	Low-quality	14.02	AAI-based (medium-confidence)	65.89	26.49
3300025935.a:Ga0207709_10005027	7556	8	vOTU_016666	gc_002358	fc_000303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0093	0.0148	0.9759	0	0	2	-11.2827	-9.7126	9.5281	Low-quality	13.15	AAI-based (high-confidence)	71.18	80.53
3300025935.a:Ga0207709_10005351	7302	8	vOTU_016675	gc_000020	fc_000032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0157	0.9766	0	0	2	-9.3882	-8.3671	8.0747	Low-quality	11.66	AAI-based (high-confidence)	100.0	87.57
3300025935.a:Ga0207709_10005612	7094	10	vOTU_016715	gc_001414	fc_000188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0105	0.0395	0.95	0	0	1	-7.1099	-7.6977	5.73	Low-quality	11.44	AAI-based (high-confidence)	94.55	81.51
3300025935.a:Ga0207709_10006062	6815	7	vOTU_016709	gc_004950	fc_000823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0121	0.9802	0	0	1	-7.0183	-7.3334	6.2603	Low-quality	10.67	AAI-based (medium-confidence)	38.42	77.6
3300025935.a:Ga0207709_10006213	6718	8	vOTU_001406	gc_000024	fc_000006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0125	0.9805	0	0	3	-7.534	-6.64	6.5153	Low-quality	17.06	AAI-based (high-confidence)	92.42	84.75
3300025935.a:Ga0207709_10006345	6636	7	vOTU_000199	gc_000041	fc_000006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0097	0.0167	0.9736	0	0	2	-7.5078	-7.0903	5.9648	Low-quality	13.83	AAI-based (high-confidence)	99.96	100.0
3300025935.a:Ga0207709_10006932	6337	6	vOTU_000596	gc_000020	fc_000028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0127	0.9798	0	0	2	-8.1019	-6.5402	5.9711	Low-quality	10.2	AAI-based (high-confidence)	43.03	93.24
3300025935.a:Ga0207709_10008109	5819	7	vOTU_003661	gc_000035	fc_000052	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0064	0.0104	0.9832	0	0	1	-10.7289	-10.1169	10.1019	Low-quality	10.48	AAI-based (high-confidence)	53.7	100.0
3300025935.a:Ga0207709_10008894	5544	14	vOTU_016677	gc_010448	fc_000259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter	0.0063	0.0108	0.983	0	0	1	-24.4493	-21.3266	21.1709	Low-quality	9.03	AAI-based (high-confidence)	80.89	38.26
