Contig,Study,Viral_Taxonomy,Nucleic_Acid_Type,GTDB_Host,Eukaryotic_or_Prokaryotic_Virus,Length,Circular_Status,Prophage,Prophage_Boundaries,VirSorter_Category,VirFinder_Score,VirFinder_pvalue,Total_Contig_Proteins,CAT_data,No_BUSCO_Hits,BUSCO_Ratio,No_VPF_Hits
Broecker_Sample_ID29-1191-0_NODE_1524_length_8276_cov_8.926043,Broecker_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8276,NA,No,NA,1,8.17E-01,2.57E-02,12,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:60.5|186802_Clostridiales:60.5|unclassified|unclassified|unclassified,0,0,40
Lim_Twin_A2_NODE_6_length_27471_cov_11.462039,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,27471,NA,No,NA,2,9.07E-01,1.27E-02,48,Bacteria:98.3|1239_Firmicutes:94.9|186801_Clostridia:78.8|186802_Clostridiales:77.8|186803_Lachnospiraceae:62.9|698776_Cellulosilyticum:50.3|29360_Cellulosilyticum lentocellum:50.3,0,0,124
Lim_Twin_A2_NODE_607_length_2288_cov_7.735770,Lim_2015,Genomoviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,2288,Circular,No,NA,NA,8.03E-01,4.27E-02,3,Viruses:89.3|NA:89.3|NA:89.3|NA:89.3|1910928_Genomoviridae:89.3|1542744_Gemycircularvirus:89.3|1930298_Chicken stool-associated gemycircularvirus:89.3,0,0,5
Lim_Twin_B1_NODE_17_length_6429_cov_183.483339,Lim_2015,Virgaviridae,RNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,6429,NA,No,NA,NA,9.41E-01,8.49E-03,4,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,3
Lim_Twin_B1_NODE_22_length_5695_cov_85.225036,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5695,Circular,No,NA,2,9.52E-01,7.03E-03,8,Bacteria:100.0|976_Bacteroidetes:100.0|200643_Bacteroidia:100.0|171549_Bacteroidales:100.0|2005520_Dysgonamonadaceae:100.0|156973_Dysgonomonas:100.0|1346286_Dysgonomonas macrotermitis:100.0,0,0,9
Lim_Twin_B2_NODE_350_length_1613_cov_2.660834,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,1613,Circular,No,NA,NA,9.16E-01,1.33E-02,1,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,1
Lim_Twin_B2_NODE_4_length_39478_cov_181.781988,Lim_2015,Siphoviridae,dsDNA,Bacteria;p__Firmicutes;f__Streptococcaceae,Bacteriophage,39478,Circular,No,NA,1,9.67E-01,5.34E-03,53,Bacteria:54.7|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,1,0.018867925,162
Lim_Twin_C1_NODE_123_length_13116_cov_6.766803,Lim_2015,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,13116,NA,No,NA,1,4.97E-01,8.90E-02,24,Bacteria:97.2|1239_Firmicutes:97.2|186801_Clostridia:83.8|186802_Clostridiales:83.8|186803_Lachnospiraceae:78.2|207244_Anaerostipes:76.5|unclassified,0,0,69
Lim_Twin_C1_NODE_1389_length_1604_cov_13.798917,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,1604,Circular,No,NA,NA,6.63E-01,8.73E-02,3,Viruses:57.6|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,6
Lim_Twin_C1_NODE_185_length_9819_cov_6.394759,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,9819,NA,No,NA,1,9.71E-01,4.85E-03,9,Bacteria:88.1|1239_Firmicutes:88.1|91061_Bacilli:88.1|186826_Lactobacillales:88.1|1300_Streptococcaceae:88.1|1301_Streptococcus:88.1|unclassified,0,0,45
Lim_Twin_C1_NODE_192_length_9458_cov_27.253992,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,9458,NA,No,NA,2,9.10E-01,1.25E-02,19,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:96.9|186802_Clostridiales:96.9|186803_Lachnospiraceae:71.4|572511_Blautia:66.6|33038_[Ruminococcus] gnavus:66.6,0,0,20
Lim_Twin_C1_NODE_249_length_7434_cov_2.891549,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7434,NA,No,NA,3,8.01E-01,2.84E-02,18,Bacteria:97.0|976_Bacteroidetes:85.0|117743_Flavobacteriia:61.2|200644_Flavobacteriales:61.2|49546_Flavobacteriaceae:61.2|unclassified|unclassified,0,0,32
Lim_Twin_C1_NODE_263_length_7173_cov_37.293500,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7173,NA,No,NA,2,1.86E-01,2.35E-01,11,Bacteria:61.6|NA:91.8|NA:91.8|NA:91.8|NA:91.8|NA:91.8|77133_uncultured bacterium:53.3,0,0,12
Lim_Twin_C1_NODE_265_length_7169_cov_14.198239,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7169,Circular,No,NA,3,7.98E-01,2.89E-02,14,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|186803_Lachnospiraceae:80.4|1506553_Lachnoclostridium:80.4|unclassified,0,0,20
Lim_Twin_C1_NODE_272_length_6823_cov_4.173238,Lim_2015,Siphoviridae,dsDNA,Bacteria;p__Firmicutes;f__Streptococcaceae,Bacteriophage,6823,NA,No,NA,1,9.88E-01,2.55E-03,11,Bacteria:100.0|1239_Firmicutes:100.0|91061_Bacilli:100.0|186826_Lactobacillales:100.0|1300_Streptococcaceae:100.0|1301_Streptococcus:100.0|unclassified,0,0,46
Lim_Twin_C1_NODE_29_length_29692_cov_45.928124,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,29692,NA,No,NA,2,6.99E-01,4.62E-02,35,Bacteria:100.0|1239_Firmicutes:87.8|186801_Clostridia:83.9|186802_Clostridiales:83.9|unclassified|unclassified|unclassified,3,0.085714286,38
Lim_Twin_C1_NODE_298_length_6202_cov_5.374979,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6202,NA,No,NA,NA,9.93E-01,1.82E-03,10,Viruses:100.0|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,12
Lim_Twin_C1_NODE_324_length_5728_cov_94.577040,Lim_2015,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,5728,NA,No,NA,2,7.49E-01,3.67E-02,8,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|186803_Lachnospiraceae:90.3|1506553_Lachnoclostridium:90.3|1512_[Clostridium] symbiosum:83.0,0,0,23
Lim_Twin_C1_NODE_33_length_28812_cov_6.651978,Lim_2015,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,28812,NA,No,NA,1,4.47E-01,1.04E-01,43,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:98.5|186802_Clostridiales:98.5|31979_Clostridiaceae:64.7|1649459_Hungatella:60.6|154046_Hungatella hathewayi:60.6,0,0,103
Lim_Twin_C1_NODE_331_length_5610_cov_181.397775,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5610,NA,No,NA,1,8.02E-01,2.84E-02,9,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,12
Lim_Twin_C1_NODE_335_length_5509_cov_10.128763,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5509,NA,No,NA,2,9.60E-01,6.43E-03,7,Bacteria:100.0|1239_Firmicutes:83.3|186801_Clostridia:83.3|186802_Clostridiales:83.3|186803_Lachnospiraceae:83.3|572511_Blautia:79.1|33038_[Ruminococcus] gnavus:79.1,0,0,13
Lim_Twin_C1_NODE_347_length_5336_cov_3.766174,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5336,NA,No,NA,1,2.26E-01,2.04E-01,6,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|unclassified|unclassified|unclassified,0,0,10
Lim_Twin_C1_NODE_363_length_5181_cov_108.596755,Lim_2015,Microviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5181,Circular,No,NA,1,4.38E-02,4.75E-01,7,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,9
Lim_Twin_C1_NODE_368_length_5069_cov_3.199962,Lim_2015,Myoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5069,NA,No,NA,2,4.90E-01,9.07E-02,6,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,34
Lim_Twin_C1_NODE_39_length_27059_cov_4.370340,Lim_2015,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,27059,NA,No,NA,2,7.44E-01,3.75E-02,34,Bacteria:100.0|976_Bacteroidetes:98.6|200643_Bacteroidia:94.8|171549_Bacteroidales:94.8|815_Bacteroidaceae:75.1|816_Bacteroides:75.1|817_Bacteroides fragilis:51.0,0,0,82
Lim_Twin_C1_NODE_398_length_4620_cov_40.936568,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,4620,Circular,No,NA,NA,5.61E-01,7.45E-02,4,Viruses:100.0|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,4
Lim_Twin_C1_NODE_42_length_26671_cov_45.505312,Lim_2015,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,26671,NA,No,NA,1,4.59E-01,1.01E-01,37,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|unclassified|unclassified|unclassified,0,0,95
Lim_Twin_C1_NODE_420_length_4469_cov_13.295025,Lim_2015,Microviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,4469,Circular,No,NA,1,6.78E-01,4.98E-02,7,Viruses:92.0|NA:92.0|NA:92.0|NA:92.0|NA:92.0|NA:92.0|340016_uncultured virus:92.0,0,0,5
Lim_Twin_C1_NODE_47_length_24747_cov_10.412794,Lim_2015,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,24747,NA,No,NA,2,8.45E-01,2.21E-02,37,Bacteria:98.8|1239_Firmicutes:98.8|186801_Clostridia:79.0|186802_Clostridiales:79.0|186803_Lachnospiraceae:71.5|572511_Blautia:65.6|33038_[Ruminococcus] gnavus:65.6,0,0,118
Lim_Twin_C1_NODE_48_length_24689_cov_9.354124,Lim_2015,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Weeksellaceae,Bacteriophage,24689,NA,No,NA,2,7.75E-01,3.26E-02,31,Bacteria:98.7|976_Bacteroidetes:98.7|117743_Flavobacteriia:98.7|200644_Flavobacteriales:98.7|49546_Flavobacteriaceae:98.7|308865_Elizabethkingia:86.8|unclassified,0,0,36
Lim_Twin_C1_NODE_514_length_3704_cov_78.816047,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,3704,Circular,No,NA,NA,9.77E-01,3.76E-03,3,2157_Archaea:51.2|28890_Euryarchaeota:51.2|224756_Methanomicrobia:51.2|94695_Methanosarcinales:51.2|2206_Methanosarcinaceae:51.2|2207_Methanosarcina:51.2|2209_Methanosarcina mazei:51.2,0,0,6
Lim_Twin_C1_NODE_625_length_3109_cov_15.054997,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3109,Circular,No,NA,NA,8.09E-01,2.70E-02,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|NA:100.0|68887_Torque teno virus:88.7,0,0,14
Lim_Twin_C1_NODE_634_length_3085_cov_68.370859,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3085,Circular,No,NA,NA,9.90E-01,2.18E-03,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,14
Lim_Twin_C1_NODE_641_length_3064_cov_12.102145,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3064,Circular,No,NA,NA,9.86E-01,2.79E-03,4,Viruses:82.1|NA:82.1|NA:82.1|NA:82.1|687329_Anelloviridae:72.0|unclassified|unclassified,0,0,15
Lim_Twin_C1_NODE_645_length_3035_cov_21.391678,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3035,Circular,No,NA,NA,9.74E-01,4.24E-03,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,11
Lim_Twin_C1_NODE_646_length_3033_cov_3.962147,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3033,Circular,No,NA,NA,8.22E-01,2.51E-02,2,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|NA:100.0|93678_TTV-like mini virus:100.0,0,0,6
Lim_Twin_C1_NODE_650_length_3025_cov_6.047274,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3025,Circular,No,NA,NA,7.42E-01,3.76E-02,4,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|NA:84.8|1743410_Chimpanzee anellovirus:66.1,0,0,12
Lim_Twin_C1_NODE_655_length_3011_cov_33.302011,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3011,Circular,No,NA,NA,7.97E-01,2.89E-02,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|NA:100.0|93678_TTV-like mini virus:100.0,0,0,10
Lim_Twin_C1_NODE_661_length_2992_cov_16.413613,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,2992,Circular,No,NA,NA,6.84E-01,7.96E-02,2,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,11
Lim_Twin_C1_NODE_665_length_2976_cov_10.436644,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,2976,Circular,No,NA,NA,8.60E-01,2.73E-02,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,13
Lim_Twin_C1_NODE_670_length_2965_cov_3.588443,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,2965,Circular,No,NA,NA,7.78E-01,5.04E-02,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,13
Lim_Twin_C1_NODE_675_length_2950_cov_2.513992,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,2950,Circular,No,NA,NA,7.60E-01,5.54E-02,2,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,8
Lim_Twin_C1_NODE_679_length_2930_cov_35.225829,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,2930,Circular,No,NA,NA,8.55E-01,2.84E-02,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,12
Lim_Twin_C1_NODE_761_length_2637_cov_21.212749,Lim_2015,Circoviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,2637,Circular,No,NA,NA,3.71E-01,2.26E-01,3,Viruses:100.0|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,2
Lim_Twin_C1_NODE_85_length_17039_cov_20.811317,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,17039,NA,No,NA,2,8.07E-01,2.73E-02,35,Bacteria:100.0|1239_Firmicutes:92.4|526524_Erysipelotrichia:83.0|526525_Erysipelotrichales:83.0|128827_Erysipelotrichaceae:83.0|unclassified|unclassified,0,0,52
Lim_Twin_C1_NODE_885_length_2293_cov_4.360111,Lim_2015,Genomoviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,2293,Circular,No,NA,NA,7.59E-01,5.61E-02,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|1910928_Genomoviridae:100.0|unclassified|unclassified,0,0,4
Lim_Twin_C2_NODE_103_length_8983_cov_13.624548,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8983,NA,No,NA,2,7.79E-01,3.20E-02,15,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:94.8|186802_Clostridiales:94.8|31979_Clostridiaceae:94.8|1485_Clostridium:94.8|29363_Clostridium paraputrificum:78.0,0,0,22
Lim_Twin_C2_NODE_1224_length_1941_cov_5.436053,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,1941,Circular,No,NA,NA,9.74E-01,2.15E-03,2,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|NA:100.0|68887_Torque teno virus:100.0,0,0,5
Lim_Twin_C2_NODE_163_length_7311_cov_8.263641,Lim_2015,Picornaviridae,RNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,7311,NA,No,NA,NA,5.59E-01,7.52E-02,1,Viruses:100.0|NA:100.0|NA:100.0|464095_Picornavirales:100.0|12058_Picornaviridae:100.0|12059_Enterovirus:100.0|138948_Enterovirus A:100.0,0,0,0
Lim_Twin_C2_NODE_195_length_6440_cov_18.303659,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6440,NA,No,NA,2,9.98E-01,4.85E-04,12,Bacteria:90.1|1239_Firmicutes:90.1|186801_Clostridia:90.1|186802_Clostridiales:90.1|186806_Eubacteriaceae:79.2|1730_Eubacterium:79.2|2041044_Eubacterium sp. YI:79.2,0,0,18
Lim_Twin_C2_NODE_2_length_66936_cov_14.814696,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,66936,NA,No,NA,2,9.37E-01,8.85E-03,108,Bacteria:83.2|1239_Firmicutes:76.9|186801_Clostridia:66.4|186802_Clostridiales:64.9|unclassified|unclassified|unclassified,1,0.009259259,188
Lim_Twin_C2_NODE_262_length_5254_cov_133.672737,Lim_2015,Siphoviridae,dsDNA,Bacteria;p__Proteobacteria;f__Enterobacteriaceae,Bacteriophage,5254,NA,No,NA,2,8.91E-01,1.48E-02,8,Bacteria:91.0|1224_Proteobacteria:91.0|1236_Gammaproteobacteria:91.0|91347_Enterobacterales:91.0|543_Enterobacteriaceae:91.0|unclassified|unclassified,0,0,6
Lim_Twin_C2_NODE_297_length_4863_cov_5.619721,Lim_2015,Unassigned,dsDNA,Bacteria;p__Proteobacteria;f__Burkholderiaceae,Bacteriophage,4863,Circular,No,NA,1,8.61E-01,1.96E-02,8,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,10
Lim_Twin_C2_NODE_33_length_18996_cov_9.273517,Lim_2015,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Clostridiaceae,Bacteriophage,18996,NA,No,NA,2,8.21E-01,2.52E-02,35,Bacteria:98.6|1239_Firmicutes:97.8|186801_Clostridia:95.1|186802_Clostridiales:95.1|31979_Clostridiaceae:89.2|1485_Clostridium:89.2|29363_Clostridium paraputrificum:64.7,0,0,64
Lim_Twin_C2_NODE_36_length_18471_cov_3.240188,Lim_2015,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,18471,NA,No,NA,1,8.76E-01,1.70E-02,33,Bacteria:100.0|1239_Firmicutes:97.2|186801_Clostridia:94.0|186802_Clostridiales:94.0|186803_Lachnospiraceae:86.5|207244_Anaerostipes:86.5|unclassified,0,0,83
Lim_Twin_C2_NODE_4_length_51751_cov_11.534461,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,51751,NA,No,NA,3,8.17E-01,2.57E-02,79,Bacteria:92.5|1239_Firmicutes:88.8|186801_Clostridia:78.4|186802_Clostridiales:78.4|31979_Clostridiaceae:72.5|1485_Clostridium:72.5|unclassified,1,0.012658228,148
Lim_Twin_C2_NODE_5_length_40634_cov_76.802553,Lim_2015,Unassigned,dsDNA,Bacteria;p__Firmicutes;f__Erysipelotrichaceae,Bacteriophage,40634,Circular,No,NA,1,7.15E-01,4.32E-02,69,Bacteria:100.0|1239_Firmicutes:98.0|526524_Erysipelotrichia:84.7|526525_Erysipelotrichales:84.7|128827_Erysipelotrichaceae:84.7|unclassified|unclassified,0,0,152
Lim_Twin_C2_NODE_55_length_14550_cov_6.046176,Lim_2015,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Clostridiaceae,Bacteriophage,14550,NA,No,NA,2,7.29E-01,4.09E-02,19,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|31979_Clostridiaceae:100.0|1485_Clostridium:100.0|29363_Clostridium paraputrificum:75.6,0,0,73
Lim_Twin_C2_NODE_582_length_3124_cov_15.662329,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,3124,Circular,No,NA,NA,7.38E-01,3.86E-02,2,Bacteria:68.5|201174_Actinobacteria:68.5|84998_Coriobacteriia:68.5|84999_Coriobacteriales:68.5|84107_Coriobacteriaceae:68.5|102106_Collinsella:68.5|742722_Collinsella sp. 4_8_47FAA:68.5,0,0,1
Lim_Twin_C2_NODE_584_length_3123_cov_13.716288,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3123,Circular,No,NA,NA,9.85E-01,3.03E-03,1,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|NA:100.0|68887_Torque teno virus:100.0,0,0,3
Lim_Twin_C2_NODE_585_length_3118_cov_36.005349,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3118,Circular,No,NA,NA,9.94E-01,1.46E-03,2,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,7
Lim_Twin_C2_NODE_596_length_3086_cov_21.765799,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3086,Circular,No,NA,NA,6.87E-01,4.80E-02,4,Viruses:88.1|NA:88.1|NA:88.1|NA:88.1|687329_Anelloviridae:88.1|NA:77.9|93678_TTV-like mini virus:69.0,0,0,17
Lim_Twin_C2_NODE_610_length_3043_cov_9.464678,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3043,Circular,No,NA,NA,9.26E-01,1.04E-02,2,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,10
Lim_Twin_C2_NODE_618_length_3027_cov_25.465517,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3027,Circular,No,NA,NA,8.98E-01,1.37E-02,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,15
Lim_Twin_C2_NODE_620_length_3023_cov_43.012086,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3023,Circular,No,NA,NA,9.09E-01,1.25E-02,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|NA:100.0|93678_TTV-like mini virus:100.0,0,0,9
Lim_Twin_C2_NODE_632_length_3003_cov_10.444715,Lim_2015,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3003,Circular,No,NA,NA,6.35E-01,5.88E-02,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,15
Lim_Twin_C2_NODE_71_length_11928_cov_5.996865,Lim_2015,Unassigned,dsDNA,Bacteria;p__Actinobacteriota;f__Bifidobacteriaceae,Bacteriophage,11928,NA,No,NA,3,9.56E-01,6.55E-03,31,Bacteria:100.0|201174_Actinobacteria:100.0|1760_Actinobacteria:100.0|85004_Bifidobacteriales:100.0|31953_Bifidobacteriaceae:100.0|1678_Bifidobacterium:100.0|216816_Bifidobacterium longum:51.4,0,0,37
Lim_Twin_C2_NODE_82_length_10867_cov_11.795531,Lim_2015,Unassigned,dsDNA,Bacteria;p__Actinobacteriota;f__Bifidobacteriaceae,Bacteriophage,10867,NA,No,NA,3,9.69E-01,5.34E-03,22,Bacteria:100.0|201174_Actinobacteria:100.0|1760_Actinobacteria:100.0|85004_Bifidobacteriales:100.0|31953_Bifidobacteriaceae:100.0|1678_Bifidobacterium:100.0|unclassified,0,0,18
Lim_Twin_C2_NODE_829_length_2456_cov_3.454272,Lim_2015,Circoviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,2456,Circular,No,NA,NA,7.82E-01,4.92E-02,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|39724_Circoviridae:100.0|NA:100.0|2017083_Human fecal virus Jorvi4:100.0,0,0,1
Lim_Twin_C2_NODE_92_length_10341_cov_7.094380,Lim_2015,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Clostridiaceae,Bacteriophage,10341,NA,No,NA,2,8.82E-01,1.60E-02,15,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|31979_Clostridiaceae:98.5|1485_Clostridium:98.5|29363_Clostridium paraputrificum:86.6,0,0,62
Lim_Twin_D1_NODE_107_length_14628_cov_18.910627,Lim_2015,Siphoviridae,dsDNA,Bacteria;p__Firmicutes;f__Enterococcaceae,Bacteriophage,14628,NA,No,NA,1,2.49E-01,1.90E-01,19,Bacteria:80.4|1239_Firmicutes:80.4|91061_Bacilli:80.4|186826_Lactobacillales:80.4|81852_Enterococcaceae:77.0|1350_Enterococcus:77.0|unclassified,0,0,73
Lim_Twin_D1_NODE_13_length_42489_cov_12.059369,Lim_2015,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,42489,NA,No,NA,2,7.52E-01,3.67E-02,34,Bacteria:98.8|1239_Firmicutes:98.8|186801_Clostridia:98.1|186802_Clostridiales:98.1|186803_Lachnospiraceae:98.1|unclassified|unclassified,1,0.029411765,79
