"","Accession","Host","Description","Classification","Genome.Length..bp.","Jumbophage","molGC....","Molecule","Modification.Date","Number.CDS","Positive.Strand....","Negative.Strand....","Coding.Capacity...","Low.Coding.Capacity.Warning","tRNAs","Lowest.Taxa","Genus","Sub.family","Family","Order","Class","Phylum","Kingdom","Realm","Baltimore.Group","Genbank.Division","Isolation.Host..beware.inconsistent.and.nonsense.values.","X","gtdb_f","f_spor","newgtdb_Domain","hostspec_phage_spor","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","sequence_id","predicted_label","p_temperate","p_virulent","host_phage_spor","sporulation","lifestyle","host_phyla","newgtdb_Phylum2","cluster","ref"
"6414","MH375644","Vibrio","Vibrio phage YC","Vibrio phage YC Campanilevirus YC Campanilevirus Ackermannviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",147890,FALSE,"47.330","DNA","01-SEP-2018",194,"42.7835051546392","57.2164948453608","94.4790046656299",NA,0,"Campanilevirus","Campanilevirus","Unclassified","Ackermannviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Vibrio coralliilyticus P1",132257,"Vibrionaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",26493,"virulent","0.10183878222666568","0.8981612177733342","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"6415","MH382198","Salmonella","Salmonella phage 3A_8767","Salmonella phage 3A_8767 Teseptimavirus tv3A8767 Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38821,FALSE,"49.254","DNA","24-MAY-2021",48,"100","0","89.1012596275212",NA,0,"Teseptimavirus","Teseptimavirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Salmonella enterica subsp. enterica serovar Typhi 8767",40870,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",20481,"virulent","0.0015829307191867967","0.9984170692808132","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"6416","MH382836","Pseudomonas","Pseudomonas phage phCDa","Pseudomonas phage phCDa Shizishanvirus phCDa Shizishanvirus Schitoviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",72821,FALSE,"53.268","DNA","21-JUL-2018",101,"76.2376237623762","23.7623762376238","92.0009337965697",NA,0,"Shizishanvirus","Shizishanvirus","Unclassified","Schitoviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Pseudomonas fluorescens CS1",88834,"Pseudomonadaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",26953,"virulent","0.1995463858409374","0.8004536141590626","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"6417","MH383160","Escherichia","Escherichia phage UB","Escherichia phage UB Asteriusvirus PBECO4 Asteriusvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",353081,TRUE,"34.009","DNA","21-JUL-2018",591,"7.10659898477157","92.8934010152284","92.2074538137141",NA,6,"Asteriusvirus","Asteriusvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Escherichia coli O157:H7",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",26952,"virulent","0.05121770942846763","0.9487822905715323","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"6418","MH384259","Staphylococcus","Staphylococcus phage SA1014ruMSSAST7","Staphylococcus phage SA1014ruMSSAST7 Biseptimavirus SA1014ruMSSAST7 Biseptimavirus Bronfenbrennervirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",43504,FALSE,"33.080","DNA","25-JUL-2018",63,"87.3015873015873","12.6984126984127","86.9092497241633",NA,0,"Biseptimavirus","Biseptimavirus","Bronfenbrennervirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus",109011,"Staphylococcaceae","FALSE","Bacteria","Bacillota_Temp_NonSpor","Bacillota","Bacilli","Staphylococcales",26943,"temperate","0.9834731958248278","0.016526804175172043","Bacillota_Temp_NonSpor","NonSpor","Temp","Bacillota","Bacillota_NonSpor","0_1113","ref_seq"
"6419","MH384260","Staphylococcus","Staphylococcus phage SA780ruMSSAST101","Staphylococcus phage SA780ruMSSAST101 Peeveelvirus SA780ruMSSAST101 Peeveelvirus Bronfenbrennervirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",43184,FALSE,"33.554","DNA","18-SEP-2018",62,"88.7096774193548","11.2903225806452","88.2271211559837",NA,0,"Peeveelvirus","Peeveelvirus","Bronfenbrennervirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus",109011,"Staphylococcaceae","FALSE","Bacteria","Bacillota_Temp_NonSpor","Bacillota","Bacilli","Staphylococcales",26409,"temperate","0.9885820649891953","0.011417935010804594","Bacillota_Temp_NonSpor","NonSpor","Temp","Bacillota","Bacillota_NonSpor","0_1152","ref_seq"
"6420","MH384261","Staphylococcus","Staphylococcus phage SA137ruMSSAST121PVL","Staphylococcus phage SA137ruMSSAST121PVL Triavirus SA137ruMSSAST121PVL Triavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",45999,FALSE,"33.305","DNA","25-JUL-2018",62,"88.7096774193548","11.2903225806452","93.1737646470575",NA,0,"Triavirus","Triavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus",109011,"Staphylococcaceae","FALSE","Bacteria","Bacillota_Temp_NonSpor","Bacillota","Bacilli","Staphylococcales",26942,"temperate","0.9936637428564118","0.006336257143588205","Bacillota_Temp_NonSpor","NonSpor","Temp","Bacillota","Bacillota_NonSpor","0_954","ref_seq"
"6421","MH389777","Dickeya","Dickeya phage vB_DsoM_JA11","Dickeya phage vB_DsoM_JA11 Salmondvirus JA11 Salmondvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",255356,TRUE,"44.470","DNA","03-OCT-2018",322,"58.0745341614907","41.9254658385093","95.0155860837419",NA,0,"Salmondvirus","Salmondvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Dickeya solani",41101,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",26387,"virulent","0.06153795762630665","0.9384620423736934","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"6422","MH393889","Clostridium","Clostridium phage susfortuna","Clostridium phage susfortuna Susfortunavirus susfortuna Susfortunavirus Guelinviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",19046,FALSE,"29.224","DNA","09-FEB-2021",27,"51.8518518518518","48.1481481481481","93.3896881234905",NA,0,"Susfortunavirus","Susfortunavirus","Unclassified","Guelinviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Clostridium perfringens SM3",30689,"Clostridiaceae","TRUE","Bacteria","Bacillota_Temp_Spor","Bacillota","Clostridia","Clostridiales",21006,"temperate","0.7742155252326489","0.22578447476735108","Bacillota_Temp_Spor","Spor","Temp","Bacillota","Bacillota_Spor","0_2638","ref_seq"
"6423","MH399770","Mycobacterium","Mycobacterium phage Biglebops","Mycobacterium phage Biglebops Anayavirus Weiservirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",56454,FALSE,"67.086","DNA","22-JAN-2021",71,"97.1830985915493","2.8169014084507","88.5322563503029",NA,0,"Anayavirus","Anayavirus","Weiservirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",21360,"temperate","0.9974554556100904","0.0025445443899096516","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6424","MH399771","Mycobacterium","Mycobacterium phage ByChance","Mycobacterium phage ByChance Cheoctovirus Gracegardnervirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",53123,FALSE,"61.314","DNA","26-MAY-2022",87,"95.4022988505747","4.59770114942529","94.6821527398679",NA,0,"Cheoctovirus","Cheoctovirus","Gracegardnervirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",17012,"temperate","0.9994140193510737","0.0005859806489263395","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6425","MH399772","Mycobacterium","Mycobacterium phage Constella","Mycobacterium phage Constella Omegavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",110169,FALSE,"60.820","DNA","01-DEC-2021",215,"68.8372093023256","31.1627906976744","90.6280351096951",NA,1,"Omegavirus","Omegavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",19072,"temperate","0.9817042104843197","0.01829578951568039","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6426","MH399773","Mycobacterium","Mycobacterium phage Craff","Mycobacterium phage Craff Pegunavirus Pg1 Pegunavirus Bclasvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",69263,FALSE,"66.432","DNA","01-DEC-2021",99,"46.4646464646465","53.5353535353535","93.1059873236793",NA,0,"Pegunavirus","Pegunavirus","Bclasvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",19077,"virulent","0.00014805118725048767","0.9998519488127496","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"6427","MH399774","Mycobacterium","Mycobacterium phage DoctorDiddles","Mycobacterium phage DoctorDiddles Kostyavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",75070,FALSE,"62.815","DNA","29-AUG-2023",137,"74.4525547445255","25.5474452554745","91.4679632343146",NA,2,"Kostyavirus","Kostyavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",7004,"temperate","0.882121738088712","0.11787826191128796","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6428","MH399775","Mycobacterium","Mycobacterium phage Gareth","Mycobacterium phage Gareth Pegunavirus Bclasvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",68866,FALSE,"66.468","DNA","01-DEC-2021",98,"47.9591836734694","52.0408163265306","93.6557953126361",NA,0,"Pegunavirus","Pegunavirus","Bclasvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",19076,"virulent","0.00017417272087209428","0.9998258272791278","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"6429","MH399776","Mycobacterium","Mycobacterium phage Grum1","Mycobacterium phage Grum1 Microwolfvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",50883,FALSE,"64.065","DNA","29-AUG-2023",83,"37.3493975903614","62.6506024096386","90.0320342747086",NA,3,"Microwolfvirus","Microwolfvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",7003,"temperate","0.9918111927947583","0.008188807205241707","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6430","MH399777","Mycobacterium","Mycobacterium phage Houdini22","Mycobacterium phage Houdini22 Backyardiganvirus peaches Backyardiganvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",51376,FALSE,"63.985","DNA","29-AUG-2023",80,"37.5","62.5","90.8128308938026",NA,0,"Backyardiganvirus","Backyardiganvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",6997,"temperate","0.9987867493999497","0.001213250600050258","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6431","MH399778","Mycobacterium","Mycobacterium phage Icee","Mycobacterium phage Icee Kostyavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",74169,FALSE,"63.002","DNA","29-AUG-2023",135,"77.7777777777778","22.2222222222222","91.6245331607545",NA,2,"Kostyavirus","Kostyavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",7002,"temperate","0.857943511505881","0.142056488494119","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6432","MH399779","Microbacterium","Microbacterium phage Jacko","Microbacterium phage Jacko Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",61421,FALSE,"64.989","DNA","18-SEP-2020",109,"44.954128440367","55.045871559633","90.8549193272659",NA,2,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",69538,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",22223,"temperate","0.8274721496597912","0.1725278503402087","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6433","MH399780","Mycobacterium","Mycobacterium phage Mutante","Mycobacterium phage Mutante Pegunavirus Pg1 Pegunavirus Bclasvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",68494,FALSE,"66.509","DNA","01-DEC-2021",98,"47.9591836734694","52.0408163265306","93.2402838204806",NA,0,"Pegunavirus","Pegunavirus","Bclasvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",19075,"virulent","0.000776855989953388","0.9992231440100466","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"6434","MH399781","Gordonia","Gordonia phage Nadeem","Gordonia phage Nadeem Betterkatzvirus betterkatz Betterkatzvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",49897,FALSE,"67.289","DNA","01-DEC-2021",72,"93.0555555555556","6.94444444444444","94.0337094414494",NA,0,"Betterkatzvirus","Betterkatzvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74070,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",19074,"temperate","0.9862943832192619","0.013705616780738011","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6435","MH399782","Mycobacterium","Mycobacterium phage Niza","Mycobacterium phage Niza Fromanvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",51672,FALSE,"63.448","DNA","29-AUG-2023",83,"46.9879518072289","53.0120481927711","91.4886205294937",NA,0,"Fromanvirus","Fromanvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",7001,"temperate","0.9945766186189263","0.005423381381073664","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6436","MH399783","Microbacterium","Microbacterium phage Noelani","Microbacterium phage Noelani Paopuvirus noelani Paopuvirus Pelczarvirinae Orlajensenviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",17349,FALSE,"68.154","DNA","22-AUG-2022",24,"87.5","12.5","79.2841085941553",NA,1,"Paopuvirus","Paopuvirus","Pelczarvirinae","Orlajensenviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",69538,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",16307,"temperate","0.9839859745785847","0.016014025421415258","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6437","MH399784","Mycobacterium","Mycobacterium phage NormanBulbieJr","Mycobacterium phage NormanBulbieJr Cheoctovirus Gracegardnervirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",58102,FALSE,"61.277","DNA","29-AUG-2023",97,"91.7525773195876","8.24742268041237","94.8607621080169",NA,0,"Cheoctovirus","Cheoctovirus","Gracegardnervirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",7000,"temperate","0.9999110355607449","8.896443925514683e-05","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6438","MH399785","Mycobacterium","Mycobacterium phage NotAPhaseMom","Mycobacterium phage NotAPhaseMom Backyardiganvirus peaches Backyardiganvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",51376,FALSE,"63.985","DNA","29-AUG-2023",80,"37.5","62.5","90.8128308938026",NA,0,"Backyardiganvirus","Backyardiganvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",6996,"temperate","0.9987867392313394","0.0012132607686605552","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"6439","MH399786","Mycobacterium","Mycobacterium phage PhrodoBaggins","Mycobacterium phage PhrodoBaggins Pegunavirus Bclasvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",68873,FALSE,"66.415","DNA","01-DEC-2021",98,"45.9183673469388","54.0816326530612","92.5137572052909",NA,0,"Pegunavirus","Pegunavirus","Bclasvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",19073,"virulent","0.0027134280247322604","0.9972865719752677","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
