Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Annotation Release Date	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly Stats GC Percent	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Annotation Count Gene Total	CheckM marker set	CheckM completeness	CheckM contamination
ASM357072v1	GCF_003570725.1	GCA_003570725.1	Peribacillus asahii	228899		MA001					GCF_003570725.1-RS_2025_05_04	2025-05-04	4341281		85	Contig	2018-09-14	QWVS01	85	37.5							4262	Bacillaceae	98.28	0.54
ASM1097503v1	GCF_010975035.1	GCA_010975035.1	Neobacillus thermocopriae	1215031		SgZ-7					GCF_010975035.1-RS_2025_03_30	2025-03-30	3208840		54	Contig	2020-02-23	JAAIUV01	54	37.5							3283	Bacillaceae	99.35	0.22
ASM4265298v1	GCF_042652985.1	GCA_042652985.1	Ruoffia tabacinasalis	87458		CCUG 30090					GCF_042652985.1-RS_2025_03_02	2025-03-02	2398553		99	Scaffold	2024-10-05	JBHSHQ01	94	36.5							2352	Aerococcaceae	98.29	1.64
ASM2242714v1	GCF_022427145.1	GCA_022427145.1	Paenibacillus timonensis	225915		DSM 16943					GCF_022427145.1-RS_2025_08_29	2025-08-29	5276805		179	Contig	2022-02-28	JAKSXN01	179	54							4968	Paenibacillus	99.17	
ASM4264978v1	GCF_042649785.1	GCA_042649785.1	Streptococcus alactolyticus	29389		CCUG 27297					GCF_042649785.1-RS_2025_03_31	2025-03-31	1684678		57	Scaffold	2024-10-05	JBHRZX01	47	40.5							1733	Streptococcus	99.43	0.68
ASM3952192v1	GCF_039521925.1	GCA_039521925.1	Virgibacillus salarius	447199		JCM 12946					GCF_039521925.1-RS_2024_05_10	2024-05-10	4360315		197	Scaffold	2024-02-23	BAAACY01	183	36.5							4295	Bacillaceae	99.35	0.22
ASM163639v1	GCF_001636395.1	GCA_001636395.1	Neobacillus novalis	220687		FJAT-14227					GCF_001636395.1-RS_2025_04_26	2025-04-26	5668192		3	Scaffold	2016-05-04	LUUR01	2	40							5608	Bacillaceae	99.35	1.49
ASM233581v1	GCF_002335815.1	GCA_002335815.1	Neobacillus soli	220688		DSM 15604					GCF_002335815.1-RS_2025_04_27	2025-04-27	5579901		19	Scaffold	2017-09-21	NISV01	4	39.5							5528	Bacillaceae	99.35	3.55
ASM4054545v1	GCF_040545455.1	GCA_040545455.1	Enterocloster citroniae	358743		DSM 19261					GCF_040545455.1-RS_2025_07_08	2025-07-08	6184194		68	Contig	2024-07-08	JBEPLZ01	68	49.5							5721	Lachnospiraceae	98.75	3.32
ASM435464v1	GCF_004354645.1	GCA_004354645.1	Leuconostoc fallax	1251		ATCC 700006					GCF_004354645.1-RS_2025_03_28	2025-03-28	1660517		21	Scaffold	2019-03-18	PUFI01	16	37.5							1704	Leuconostoc	97.28	1.83
ASM799127v1	GCF_007991275.1	GCA_007991275.1	Alkalibacillus haloalkaliphilus	94136		NBRC 103110					GCF_007991275.1-RS_2025_12_09	2025-12-09	2882966		40	Contig	2019-07-31	BJYA01	40	37.5							3038	Bacillaceae	97.96	0.65
ASM1100856v1	GCF_011008565.1	GCA_011008565.1	Heyndrickxia ginsengihumi	363870		Gsoil 114					GCF_011008565.1-RS_2025_07_22	2025-07-22	3738558		63	Contig	2020-02-25	JAAIWK01	63	36							3622	Bacillaceae	95.81	
ASM799129v1	GCF_007991295.1	GCA_007991295.1	Ligilactobacillus pobuzihii	449659		NBRC 103219					GCF_007991295.1-RS_2025_08_26	2025-08-26	2326724		61	Contig	2019-07-31	BJYB01	61	37.5							2187	Lactobacillaceae	98.37	0.87
ASM799201v1	GCF_007992015.1	GCA_007992015.1	Levilactobacillus namurensis	380393		NBRC 107158					GCF_007992015.1-RS_2025_08_26	2025-08-26	2455734		109	Contig	2019-07-31	BJZL01	109	52							2277	Lactobacillaceae	100	
ASM653928v1	GCF_006539285.1	GCA_006539285.1	Sporolactobacillus inulinus	2078		NBRC 13595					GCF_006539285.1-RS_2025_09_09	2025-09-09	3139478		233	Contig	2019-06-12	BJMS01	233	45							3048	Sporolactobacillaceae	87.4	12.49
Pelosinus fermentans DSM 17108_v1.1	GCF_000271485.2	GCA_000271485.2	Pelosinus fermentans DSM 17108	1122947		R7					GCF_000271485.2-RS_2025_03_30	2025-03-30	5027115		2	Contig	2016-05-23	AKVN02	2	40							4719	Pelosinus fermentans	98	2.79
ASM74512v1	GCF_000745125.1	GCA_000745125.1	Carnobacterium jeotgali MS3	1449340		MS3					GCF_000745125.1-RS_2025_12_11	2025-12-11	2518244		12	Contig	2014-08-28	JQNF01	12	35.5							2486	Carnobacteriaceae	97.34	1.52
ASM37750v1	GCF_000377505.1	GCA_000377505.1	Paenibacillus massiliensis 2301065 = DSM 16942	1122921		DSM 16942					GCF_000377505.1-RS_2025_12_09	2025-12-09	6385800		38	Scaffold	2013-04-23	ARIL01	36	48.5							5533	Paenibacillus	99.17	
IMG-taxon 2622736508 annotated assembly	GCF_900104455.1	GCA_900104455.1	Dendrosporobacter quercicolus	146817		DSM 1736					GCF_900104455.1-RS_2025_04_10	2025-04-10	4130502		35	Scaffold	2016-10-21	FNHB01	28	49							3830	Selenomonadales	100	2.81
Lact_cate_OT_569_V1	GCF_000340375.1	GCA_000340375.1	Eggerthia catenaformis OT 569 = DSM 20559	999415		OT 569					GCF_000340375.1-RS_2025_04_21	2025-04-21	1945158		36	Scaffold	2013-02-19	AGEJ01	8	33							1959	Erysipelotrichales	99.06	
ASM220085v1	GCF_002200855.1	GCA_002200855.1	Ureibacillus massiliensis 4400831 = CIP 108448 = CCUG 49529	1211035		4400831					GCF_002200855.1-RS_2025_12_11	2025-12-11	3999909		156	Contig	2017-06-19	AVCZ01	156	34.5							3935	Planococcaceae	90.1	4.91
IMG-taxon 2518645616 annotated assembly	GCF_900167325.1	GCA_900167325.1	Megasphaera cerevisiae DSM 20462	1122219		DSM 20462					GCF_900167325.1-RS_2025_12_09	2025-12-09	3152696		119	Scaffold	2017-03-04	FUXD01	110	45							3129	Megasphaera	100	
ASM400072v1	GCF_004000725.1	GCA_004000725.1	Paenibacillus alginolyticus DSM 5050 = NBRC 15375	1122915		NBRC 15375					GCF_004000725.1-RS_2025_08_04	2025-08-04	8235023		311	Contig	2018-12-29	BILU01	311	45							7865	Paenibacillus	99.72	
ASM46638v1	GCF_000466385.1	GCA_000466385.1	Aneurinibacillus aneurinilyticus ATCC 12856	649747		ATCC 12856					GCF_000466385.1-RS_2025_03_29	2025-03-29	5313859		395	Scaffold	2013-09-12	AWSJ01	286	43							5448	Paenibacillaceae	99.23	3.08
ASM159186v1	GCF_001591865.1	GCA_001591865.1	Lacticaseibacillus pantheris DSM 15945 = JCM 12539 = NBRC 106106	1423783		NBRC 106106					GCF_001591865.1-RS_2025_08_12	2025-08-12	2478657		197	Contig	2016-02-27	BCVS01	197	53							2320	Lactobacillaceae	98.68	1.17
ASM480251v1	GCF_004802515.1	GCA_004802515.1	Alkalihalobacillus alcalophilus ATCC 27647 = CGMCC 1.3604	1218173		CGMCC 1.3604					GCF_004802515.1-RS_2025_12_11	2025-12-11	4210001		434	Scaffold	2019-04-22	JALP01	402	37							4116	Bacillaceae	99.03	1.61
45296_H02	GCF_900459365.1	GCA_900459365.1	Streptococcus massiliensis	313439		NCTC13765					GCF_900459365.1-RS_2025_04_27	2025-04-27	2033868		5	Contig	2018-08-01	UHFR01	5	41.5							2059	Streptococcus	99.23	1.67
ASM68586v1	GCF_000685865.1	GCA_000685865.1	Exiguobacterium antarcticum DSM 14480	1397700		DSM 14480					GCF_000685865.1-RS_2025_03_30	2025-03-30	3219480		7	Contig	2014-05-08	JMKS01	7	47							3369	Exiguobacterium	99.44	1.42
ASM35016v1	GCF_000350165.1	GCA_000350165.1	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643	1293054		type strain:DSM 6643					GCF_000350165.1-RS_2025_12_10	2025-12-10	2873865		24	Contig	2013-03-13	CAUI01	24	32.5							2738	Halanaerobium	90.5	16.19
23.K55	GCF_000416965.1	GCA_000416965.1	Exiguobacterium chiriqhucha RW-2	1345023		RW-2					GCF_000416965.1-RS_2025_03_29	2025-03-29	3019504		23	Contig	2013-07-01	ATCL01	23	52							3118	Exiguobacterium	98.94	1.32
IMG-taxon 2634166902 annotated assembly	GCF_900103615.1	GCA_900103615.1	Romboutsia lituseburensis DSM 797	1121325		DSM 797					GCF_900103615.1-RS_2025_04_21	2025-04-21	3782458		30	Scaffold	2016-10-21	FNGW01	29	27.5							3634	Peptostreptococcaceae	99.34	1.32
ASM37378v1	GCF_000373785.1	GCA_000373785.1	Erysipelothrix tonsillarum DSM 14972	1121874		DSM 14972					GCF_000373785.1-RS_2025_04_22	2025-04-22	1931022		6	Scaffold	2013-04-23	AREO01	4	37							1855	Erysipelothrix	97.58	2.26
ASM38000v1	GCF_000380005.1	GCA_000380005.1	Streptococcus didelphis DSM 15616	1123301		DSM 15616					GCF_000380005.1-RS_2025_05_02	2025-05-02	1877438		17	Scaffold	2013-04-23	ARCB01	15	36							1847	Streptococcus	99.04	0.58
ASM400094v1	GCF_004000945.1	GCA_004000945.1	Paenibacillus lautus NBRC 15380	1349780		NBRC 15380					GCF_004000945.1-RS_2025_08_26	2025-08-26	7062432		56	Contig	2018-12-29	BIMF01	56	49.5							6447	Paenibacillus	99.72	0.67
ASM143483v1	GCF_001434835.1	GCA_001434835.1	Levilactobacillus acidifarinae DSM 19394 = JCM 15949	1423715		DSM 19394					GCF_001434835.1-RS_2025_03_29	2025-03-29	2918319		39	Scaffold	2015-11-06	AZDV01	30	51.5							2822	Lactobacillaceae	99.35	0.65
IMG-taxon 2585428081 annotated assembly	GCF_900130025.1	GCA_900130025.1	Sporanaerobacter acetigenes DSM 13106	1123281		DSM 13106					GCF_900130025.1-RS_2025_01_25	2025-01-25	2912784		36	Scaffold	2016-12-03	FQXR01	34	31							2925	Bacteria	98.28	0.86
BhCe1	GCF_000348905.1	GCA_000348905.1	Bhargavaea cecembensis DSE10	1235279		DSE10					GCF_000348905.1-RS_2025_12_09	2025-12-09	3207463		39	Contig	2013-03-25	AOFT01	39	55							3228	Planococcaceae	91.45	1.92
ASM295977v1	GCF_002959775.1	GCA_002959775.1	Veillonella rogosae JCM 15642	1298595		JCM 15642					GCF_002959775.1-RS_2025_03_29	2025-03-29	2187106		15	Contig	2018-02-27	PPCX01	15	39							2059	Veillonella	99.85	0.05
ASM2792352v1	GCF_027923525.1	GCA_027923525.1	Alicyclobacillus hesperidum subsp. aegles	420888		DSM 11985					GCF_027923525.1-RS_2025_11_24	2025-11-24	2923069		76	Contig	2022-11-01	BSBJ01	76	54							2972	Alicyclobacillus	98.04	0.62
ASM400076v1	GCF_004000765.1	GCA_004000765.1	Paenibacillus chondroitinus NBRC 15376	1220560		NBRC 15376					GCF_004000765.1-RS_2025_12_09	2025-12-09	7884870		110	Contig	2018-12-29	BILW01	110	46							7195	Paenibacillus	99.72	1.12
ASM18550v1	GCF_000185505.1	GCA_000185505.1	Pseudoramibacter alactolyticus ATCC 23263	887929		ATCC 23263					GCF_000185505.1-RS_2025_04_11	2025-04-11	2362882		75	Scaffold	2011-01-14	AEQN01	42	51.5							2327	Eubacteriaceae	100	
ASM62150v1	GCF_000621505.1	GCA_000621505.1	Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832	1121303		ATCC 15832					GCF_000621505.1-RS_2025_04_07	2025-04-07	6132222		94	Scaffold	2014-04-08	JHYD01	80	41.5							5232	Ruminococcaceae	100	4.89
Helc_kunz_ATCC_51366_V1	GCF_000245755.1	GCA_000245755.1	Helcococcus kunzii ATCC 51366	883114		ATCC 51366					GCF_000245755.1-RS_2025_05_01	2025-05-01	2096464		39	Scaffold	2012-02-07	AGEI01	2	29.5							1913	Bacteria	98.28	1.72
IMG-taxon 2585428087 annotated assembly	GCF_900141825.1	GCA_900141825.1	Pseudobutyrivibrio xylanivorans DSM 14809	1123012		DSM 14809					GCF_900141825.1-RS_2025_12_13	2025-12-13	3420924		59	Scaffold	2016-12-03	FQYQ01	57	38.5							3167	Pseudobutyrivibrio	98.92	3.3
ASM143746v1	GCF_001437465.1	GCA_001437465.1	Lacticaseibacillus saniviri JCM 17471 = DSM 24301	1293598		DSM 24301					GCF_001437465.1-RS_2025_03_28	2025-03-28	2435824		91	Scaffold	2015-11-06	JQCE01	77	47.5							2517	Lactobacillaceae	98.86	0.54
ASM400078v1	GCF_004000785.1	GCA_004000785.1	Paenibacillus ehimensis NBRC 15659	1220562		NBRC 15659					GCF_004000785.1-RS_2024_12_16	2024-12-16	7486149		215	Contig	2018-12-29	BILX01	215	54							7007	Paenibacillus	99.03	2.42
ASM143436v1	GCF_001434365.1	GCA_001434365.1	Limosilactobacillus gastricus DSM 16045	1423749		DSM 16045					GCF_001434365.1-RS_2025_03_28	2025-03-28	1848461		68	Scaffold	2015-11-06	AZFN01	66	41.5							1894	Lactobacillaceae	97.32	0.63
ASM143597v1	GCF_001435975.1	GCA_001435975.1	Secundilactobacillus collinoides DSM 20515 = JCM 1123	1423733		DSM 20515					GCF_001435975.1-RS_2025_03_28	2025-03-28	3616190		156	Scaffold	2015-11-06	AYYR01	130	46							3337	Lactobacillaceae	97.93	1.31
ASM18538v1	GCF_000185385.1	GCA_000185385.1	Lachnoanaerobaculum saburreum DSM 3986	887325		DSM 3986					GCF_000185385.1-RS_2025_12_13	2025-12-13	3082404		150	Scaffold	2011-01-14	AEPW01	37	36.5							2909	Eubacterium saburreum	96.31	0.22
ASM155267v1	GCF_001552675.1	GCA_001552675.1	Alicyclobacillus sendaiensis NBRC 100866	1220572		NBRC 100866					GCF_001552675.1-RS_2025_09_02	2025-09-02	2793850		153	Contig	2016-02-06	BCRQ01	153	62.5							2830	Alicyclobacillus	98.53	0.82
IMG-taxon 2585428077 annotated assembly	GCF_900129995.1	GCA_900129995.1	Caloranaerobacter azorensis DSM 13643	1121264		DSM 13643					GCF_900129995.1-RS_2025_04_12	2025-04-12	2461935		158	Scaffold	2016-12-03	FQXO01	156	29.5							2550	Bacteria	100	0.86
ASM388504v1	GCF_003885045.1	GCA_003885045.1	Schaedlerella arabinosiphila	2044587		DSM 106076					GCF_003885045.1-RS_2025_12_13	2025-12-13	6521014		3	Contig	2018-12-06	RHJS01	3	48							6071	Lachnospiraceae	98.97	3.75
ASM4268212v1	GCF_042682125.1	GCA_042682125.1	Pseudogracilibacillus auburnensis	1494959		CCM 8509					GCF_042682125.1-RS_2025_03_02	2025-03-02	4823130		2	Contig	2024-10-06	JBHUHB01	2	35.5							4564	Bacillaceae	96.3	0.89
ASM288625v1	GCF_002886255.1	GCA_002886255.1	Alteribacillus bidgolensis	930129		DSM 25260					GCF_002886255.1-RS_2025_05_03	2025-05-03	4703180		3	Scaffold	2018-01-16	NJAU01	2	39							4705	Bacillaceae	99.03	0.86
52121_G01	GCF_900460335.1	GCA_900460335.1	Tissierella praeacuta	43131		NCTC11158					GCF_900460335.1-RS_2025_06_30	2025-06-30	3206559		2	Contig	2018-08-01	UHHZ01	2	30.5							3231	Bacteria	98.28	
ASM90015562v1	GCF_900155625.1	GCA_900155625.1	Virgibacillus dakarensis	1917889		Marseille-P3469T					GCF_900155625.1-RS_2025_12_09	2025-12-09	4753046		8	Scaffold	2017-02-08	FUHS01	6	39.5							4716	Bacillaceae	98.71	0.7
ASM2370308v1	GCF_023703085.1	GCA_023703085.1	Alkalicoccobacillus plakortidis	444060		DSM 19153					GCF_023703085.1-RS_2024_09_03	2024-09-03	4366190		9	Contig	2022-06-12	JAMQJY01	9	39.5							4787	Bacillaceae	84.05	2.19
Pwynnii072014	GCF_000757885.1	GCA_000757885.1	Paenibacillus wynnii	268407		DSM 18334					GCF_000757885.1-RS_2025_03_28	2025-03-28	5988861		3	Contig	2014-09-25	JQCR01	3	45							5648	Paenibacillus	99.11	2.78
50305_H01	GCF_900458665.1	GCA_900458665.1	Staphylococcus petrasii	1276936		NCTC13835					GCF_900458665.1-RS_2025_03_29	2025-03-29	2524895		2	Contig	2018-08-01	UHDU01	2	33.5							2497	Staphylococcus	99.15	0.76
IMG-taxon 2634166280 annotated assembly	GCF_900102725.1	GCA_900102725.1	Carnobacterium viridans	174587		MPL-11					GCF_900102725.1-RS_2025_08_07	2025-08-07	2762327		9	Contig	2016-10-21	FNJW01	9	35							2764	Carnobacteriaceae	97.84	4.28
PRJEB13931	GCF_900086585.1	GCA_900086585.1	Emergencia timonensis	1776384		SN18					GCF_900086585.1-RS_2024_12_16	2024-12-16	4661482		9	Contig	2016-05-19	FLKM01	9	46							4411	Clostridia	97.95	
ASM163642v1	GCF_001636425.1	GCA_001636425.1	Heyndrickxia acidicola	209389		DSM 14745					GCF_001636425.1-RS_2025_07_22	2025-07-22	5138363		10	Scaffold	2016-05-04	LWJG01	7	39.5							4958	Bacillaceae	99.35	1.26
ASM468490v1	GCF_004684905.1	GCA_004684905.1	Halobacillus salinus	192814		HSL-3					GCF_004684905.1-RS_2025_04_03	2025-04-03	3739998		17	Scaffold	2019-04-07	SRJC01	15	44.5							4003	Halobacillus	88.81	5.97
ASM478593v1	GCF_004785935.1	GCA_004785935.1	Streptococcus rubneri	1234680		DSM 26920					GCF_004785935.1-RS_2025_04_22	2025-04-22	2160087		4	Contig	2019-04-12	SRRP01	4	41.5							2041	Streptococcus	99.9	
ASM326802v1	GCF_003268025.1	GCA_003268025.1	Paenibacillus montanisoli	2081970		RA17					GCF_003268025.1-RS_2025_03_29	2025-03-29	6172437		12	Contig	2018-06-26	QLUW01	12	53							5763	Paenibacillus	99.72	1.02
ASM199946v1	GCF_001999465.1	GCA_001999465.1	Fictibacillus arsenicus	255247		Con a/3					GCF_001999465.1-RS_2025_05_11	2025-05-11	3909563		96	Contig	2017-02-13	MQMF01	96	40							4106	Bacillales	97.24	1.62
ASM142069v1	GCF_001420695.1	GCA_001420695.1	Brevibacillus choshinensis	54911		DSM 8552					GCF_001420695.1-RS_2025_12_12	2025-12-12	6279095		26	Scaffold	2015-10-30	LJJB01	16	48.5							6168	Brevibacillus	90.98	10.48
IMG-taxon 2616645019 annotated assembly	GCF_900094955.1	GCA_900094955.1	Fictibacillus enclensis	1017270		NIO-1003					GCF_900094955.1-RS_2025_05_11	2025-05-11	4500901		12	Scaffold	2016-08-04	FMAV01	10	44.5							4709	Bacillales	98.13	0.81
ASM288444v1	GCF_002884445.1	GCA_002884445.1	Paenibacillus castaneae	474957		DSM 19417					GCF_002884445.1-RS_2025_04_27	2025-04-27	6305522		17	Scaffold	2018-01-16	NJAR01	4	44.5							5712	Paenibacillus	99.58	0.13
G1763	GCF_904423875.1	GCA_904423875.1	Metabacillus idriensis	324768		DSM-19097					GCF_904423875.1-RS_2025_11_23	2025-11-23	4889597		23	Contig	2020-09-25	CAJGAA01	23	40.5							4996	Bacillaceae	99.35	0.77
ASM193907v1	GCF_001939075.1	GCA_001939075.1	Paenisporosarcina indica	650093		PN2					GCF_001939075.1-RS_2025_05_03	2025-05-03	3610334		19	Contig	2017-01-06	MPTA01	19	38.5							3605	Planococcaceae	97.44	3.22
ASM279830v1	GCF_002798305.1	GCA_002798305.1	Chryseomicrobium excrementi	2041346		ET03					GCF_002798305.1-RS_2025_05_03	2025-05-03	2643527		15	Scaffold	2017-11-28	PCGR01	14	43.5							2749	Planococcaceae	91.72	1.93
ASM2861063v1	GCF_028610635.1	GCA_028610635.1	Alkalicoccobacillus gibsonii	79881		DSM 8722					GCF_028610635.1-RS_2024_09_03	2024-09-03	3932415		17	Scaffold	2023-02-13	JAQQWR01	15	40.5							4112	Bacillaceae	99.35	
ASM288618v1	GCF_002886185.1	GCA_002886185.1	Salipaludibacillus neizhouensis	885475		DSM 19794					GCF_002886185.1-RS_2025_12_09	2025-12-09	5511086		44	Scaffold	2018-01-16	NJAW01	11	37.5							5197	Bacillaceae	99.35	2.35
IMG-taxon 2708742535 annotated assembly	GCF_900177815.1	GCA_900177815.1	Paenibacillus aquistagni	1852522		11					GCF_900177815.1-RS_2025_04_27	2025-04-27	5386342		18	Contig	2017-04-20	FXAZ01	18	47.5							4883	Paenibacillus	99.58	0.36
ASM97068v1	GCF_000970685.1	GCA_000970685.1	Domibacillus indicus	1437523		SD 111					GCF_000970685.1-RS_2025_12_11	2025-12-11	3604247		32	Contig	2015-04-08	LAJB01	32	44.5							3661	Bacillaceae	98.06	1.03
IMG-taxon 2619618821 annotated assembly	GCF_900107505.1	GCA_900107505.1	Trichococcus collinsii	157076		DSM 14526					GCF_900107505.1-RS_2025_08_10	2025-08-10	3174439		26	Scaffold	2016-10-22	FNQH01	24	46							3075	Carnobacteriaceae	97.77	5.43
ASM29903v1	GCF_000299035.1	GCA_000299035.1	Bacillus bingmayongensis	1150157		FJAT-13831					GCF_000299035.1-RS_2024_04_07	2024-04-07	5477100		88	Scaffold	2012-09-24	AKCS01	63	35.5							5673	Bacillus	99.02	0.59
ASM4268154v1	GCF_042681545.1	GCA_042681545.1	Planococcus chinensis	272917		CGMCC 1.3454					GCF_042681545.1-RS_2025_03_02	2025-03-02	3735505		25	Contig	2024-10-06	JBHUFW01	25	50							3698	Planococcus	89.24	12.22
ASM1758306v1	GCF_017583065.1	GCA_017583065.1	Staphylococcus shinii	2912228		K22-5M					GCF_017583065.1-RS_2025_03_30	2025-03-30	3024573		21	Contig	2021-03-24	JAGEVL01	21	32.5							2878	Staphylococcus	99.81	1.15
ASM1787428v1	GCF_017874285.1	GCA_017874285.1	Peptostreptococcus canis	1159213		DSM 27025					GCF_017874285.1-RS_2025_12_13	2025-12-13	2051154		24	Contig	2021-04-08	JAGGLE01	24	30							1908	Peptostreptococcus	92.68	5.74
ASM381481v1	GCF_003814815.1	GCA_003814815.1	Salisediminibacterium halotolerans	517425		DSM 26530					GCF_003814815.1-RS_2025_04_27	2025-04-27	2841072		12	Scaffold	2018-11-23	RKQQ01	11	47							2812	Bacillaceae	96.72	0.48
ASM2449807v1	GCF_024498075.1	GCA_024498075.1	Paenibacillus mendelii	206163		C/2					GCF_024498075.1-RS_2025_09_07	2025-09-07	8136757		83	Scaffold	2022-07-31	JANHOF01	81	50.5							7267	Paenibacillus	99.17	0.82
ASM1498251v1	GCF_014982515.1	GCA_014982515.1	Litchfieldia luteola	682179		YIM 93174					GCF_014982515.1-RS_2025_03_09	2025-03-09	4208210		25	Contig	2020-10-25	JADCLJ01	25	36.5							4392	Bacillaceae	99.27	0.33
ASM789643v1	GCF_007896435.1	GCA_007896435.1	Rummeliibacillus suwonensis	1306154		G20					GCF_007896435.1-RS_2025_04_27	2025-04-27	4105740		27	Scaffold	2019-08-07	VCBL01	16	36							3790	Planococcaceae	90.04	5.9
ASM1690895v1	GCF_016908955.1	GCA_016908955.1	Bacillus mesophilus	1808955		DSM 101000					GCF_016908955.1-RS_2025_03_29	2025-03-29	4267014		22	Contig	2021-02-19	JAFBEW01	22	37							4373	Bacillus	97.29	1.37
IMG-taxon 2651870103 annotated assembly	GCF_900108515.1	GCA_900108515.1	Halobacillus karajensis	195088		DSM 14948					GCF_900108515.1-RS_2025_08_07	2025-08-07	4070894		25	Scaffold	2016-10-27	FNWW01	24	41.5							4078	Halobacillus	90.52	10.41
ASM1690825v1	GCF_016908255.1	GCA_016908255.1	Paenibacillus sacheonensis	742054		DSM 23054					GCF_016908255.1-RS_2025_03_28	2025-03-28	7427138		35	Contig	2021-02-19	JAFBDP01	35	56.5							6424	Paenibacillus	99.61	1.67
ASM4265582v1	GCF_042655825.1	GCA_042655825.1	Sporosarcina koreensis	334735		KACC 11299					GCF_042655825.1-RS_2025_03_02	2025-03-02	3590328		29	Contig	2024-10-06	JBHSNP01	29	45							3621	Sporosarcina	96.86	8.97
ASM2073408v1	GCF_020734085.1	GCA_020734085.1	Hominibacterium faecale	2839743		SF3					GCF_020734085.1-RS_2025_03_02	2025-03-02	4358853		30	Contig	2021-11-02	JAJAGH01	30	47.5							4000	Clostridiales	97.08	
IMG-taxon 2687453789 annotated assembly	GCF_900114445.1	GCA_900114445.1	Salinicoccus halodurans	407035		CGMCC 1.6501					GCF_900114445.1-RS_2025_03_28	2025-03-28	2735405		15	Scaffold	2016-11-02	FOTB01	10	44.5							2841	Salinicoccus	85.89	7.15
IMG-taxon 2617270759 annotated assembly	GCF_900114165.1	GCA_900114165.1	Halobacillus dabanensis	240302		CGMCC 1.3704					GCF_900114165.1-RS_2025_04_22	2025-04-22	4137344		27	Scaffold	2016-11-02	FOSB01	24	41.5							4167	Halobacillus	91.38	9.99
ASM142071v1	GCF_001420715.1	GCA_001420715.1	Heyndrickxia shackletonii	157838		LMG 18435					GCF_001420715.1-RS_2025_07_22	2025-07-22	5297592		52	Scaffold	2015-10-30	LJJC01	24	36.5							5212	Bacillaceae	98.49	3.03
IMG-taxon 2675903005 annotated assembly	GCF_900103915.1	GCA_900103915.1	Tenuibacillus multivorans	237069		CGMCC 1.3442					GCF_900103915.1-RS_2025_05_02	2025-05-02	2950395		19	Scaffold	2016-10-21	FNIG01	18	37.5							3149	Bacillaceae	97.53	0.75
ASM964973v1	GCF_009649735.1	GCA_009649735.1	Salinibacillus xinjiangensis	1229268		J4					GCF_009649735.1-RS_2025_12_09	2025-12-09	3730785		39	Contig	2019-11-11	WJNH01	39	38.5							3926	Bacillaceae	97.74	1.29
ASM987743v1	GCF_009877435.1	GCA_009877435.1	Heliomicrobium gestii	2699		DSM 11169					GCF_009877435.1-RS_2025_12_11	2025-12-11	3685747		54	Contig	2020-01-14	WXEX01	54	57							3442	Clostridiales	98.65	1.75
ASM1787403v1	GCF_017874035.1	GCA_017874035.1	Paenibacillus aceris	869555		DSM 24950					GCF_017874035.1-RS_2025_04_27	2025-04-27	7982955		60	Contig	2021-04-08	JAGGKV01	60	46.5							7060	Paenibacillus	99.72	1.79
ASM320128v1	GCF_003201285.1	GCA_003201285.1	Lachnotalea glycerini	1763509		DSM 28816					GCF_003201285.1-RS_2025_12_13	2025-12-13	4864689		52	Scaffold	2018-06-07	QICS01	48	34.5							4398	Lachnospiraceae	99.38	4.15
ASM4054448v1	GCF_040544485.1	GCA_040544485.1	Salinicoccus halitifaciens	1073415		DSM 25286					GCF_040544485.1-RS_2025_07_08	2025-07-08	2685586		14	Contig	2024-07-08	JBDZDV01	14	48.5							2708	Salinicoccus	75.49	12.17
ASM1690878v1	GCF_016908785.1	GCA_016908785.1	Weissella uvarum	1479233		DSM 28060					GCF_016908785.1-RS_2025_03_28	2025-03-28	1680010		15	Contig	2021-02-19	JAFBEO01	15	40							1742	Weissella	97.01	1.55
ASM1690789v1	GCF_016907895.1	GCA_016907895.1	Shouchella xiaoxiensis	766895		DSM 21943					GCF_016907895.1-RS_2025_07_22	2025-07-22	4375325		42	Contig	2021-02-19	JAFBCV01	42	41							4611	Bacillaceae	99.35	0.66
